EXACT_RANGE_EXP_6_FLOP_EX_LIMIT,EXACT_RANGE_EXP_6_FLOP_EX_LIMIT,EXACT_RANGE_EXP_8_FLOP_EX_LIMIT,EXACT_RANGE_EXP_6_FLOP_EX_LIMIT,EXACT_RANGE_EXP_8_FLOP_EX_LIMIT,EXACT_RANGE_EXP_8_FLOP_EX_LIMIT,
121800,59250,88800,108900,120600,40650,
121800,59250,88800,108900,120300,40950,
121200,59250,88800,108900,120300,41550,
108600,84450,88800,108900,120300,28950,
108600,92250,81000,108900,120300,28950,
108600,92250,80700,114600,119700,24150,
108000,92250,80700,114000,120900,24150,
107400,92250,80700,107400,120600,31650,
115200,92250,80700,107400,120600,23850,
138000,84450,80700,107400,120600,8850,
138000,84150,81000,107400,120600,8850,
138000,84150,81000,107400,120600,8850,
138900,84150,81000,107100,120000,8850,
138900,84150,81900,107100,119700,8250,
131100,81150,93900,107100,119100,7650,
130500,81750,93900,107100,119100,7650,
129900,81150,71700,131100,119100,7050,
143700,74550,65100,130500,119100,7050,
143700,74550,65100,131100,118500,7050,
143700,74550,65100,131100,117900,7650,
139500,79050,65100,131100,117900,7350,
140100,78450,65100,131100,117900,7350,
140100,63450,50100,161100,117900,7350,
140100,62850,57900,153900,117900,7350,
140100,62850,57900,153600,118200,7350,
140100,62850,57900,153600,118800,6750,
135900,71550,57900,153600,114600,6450,
135600,71850,57900,153600,114600,6450,
126600,71550,68400,153000,114600,5850,
126600,71550,68100,152400,114000,7350,
126600,71550,92100,139800,103200,6750,
126600,71550,92100,139800,102900,7050,
130800,71550,92100,139800,102900,2850,
130500,85500,92100,139800,92100,0,
130500,84900,92700,139800,92100,0,
130500,84900,92100,140400,92100,0,
130500,84900,92100,140100,92400,0,
123900,84900,92100,140100,99000,0,
129300,79500,92100,140100,99000,0,
134100,78900,92100,135900,99000,0,
134100,78600,92400,135900,99000,0,
134100,78600,91800,136500,99000,0,
134100,78600,92700,136200,98400,0,
134700,78600,92700,136200,97800,0,
134700,78600,92700,136200,97800,0,
134400,78900,92700,136200,97800,0,
133800,78600,94800,135600,97200,0,
133800,78600,88800,141600,97200,0,
133800,78600,88800,141300,97500,0,
145500,67200,88800,141300,97200,0,
145500,69000,88800,141300,95400,0,
135900,59400,88800,141300,114600,0,
135900,48000,100800,140700,114600,0,
135900,48000,85800,155700,114600,0,
135900,48000,85800,156300,114000,0,
135300,48900,85800,156300,113700,0,
133500,54300,85800,156300,110100,0,
134100,53700,85800,156300,110100,0,
134100,53100,81600,161100,110100,0,
134100,53100,82200,160500,110100,0,
134100,53100,87900,160200,104700,0,
133500,53100,88800,160200,104400,0,
114300,62700,88800,160200,114000,0,
108300,56700,88800,172200,114000,0,
102300,63300,88200,172200,114000,0,
102300,63300,87900,172500,114000,0,
90300,63300,87300,197100,102000,0,
89700,72000,79500,197100,101700,0,
89700,72000,79500,197100,101700,0,
78300,71400,79500,220500,90300,0,
78300,68400,82500,220500,90300,0,
78300,68400,76500,226500,90300,0,
78300,68400,76500,226200,90600,0,
77700,69000,76500,226800,90000,0,
66900,69000,87300,226800,90000,0,
62700,73200,87300,226800,90000,0,
62700,72900,86700,227700,90000,0,
48900,72900,72900,255300,90000,0,
48900,72900,72900,250500,94800,0,
48300,72900,73800,250500,94500,0,
45900,72900,73800,250500,96900,0,
41700,72300,73800,255300,96900,0,
41700,64500,66000,255300,112500,0,
41700,53100,54600,278100,112500,0,
41700,69000,46800,277800,104700,0,
42000,69000,46800,277800,104400,0,
42000,69000,46800,277800,104400,0,
41700,68400,46800,277800,105300,0,
41700,69000,46200,277800,105300,0,
41700,69000,45900,278100,105300,0,
41100,69000,45900,277500,106500,0,
40500,69000,45900,277500,107100,0,
30900,61800,62700,277500,107100,0,
26700,66000,62700,277500,107100,0,
26700,65700,63000,277500,107100,0,
21300,65700,69000,276900,107100,0,
21300,65700,69000,276600,107400,0,
20700,65700,69000,276600,108000,0,
20700,65700,69000,276600,108000,0,
30300,56100,69000,276600,108000,0,
52800,55800,46800,276600,108000,0,
65400,49800,46200,270600,108000,0,
65400,49800,46200,270300,108300,0,
65700,49800,46200,270300,108000,0,
65700,49800,46200,270300,108000,0,
53100,75000,46200,270300,95400,0,
53100,86400,45600,270300,84600,0,
53100,86400,45300,270600,84600,0,
53100,86400,45300,270300,84900,0,
45900,86400,45300,284700,77700,0,
45900,86400,45300,284700,77700,0,
45600,89100,45300,282300,77700,0,
45600,88800,44700,281700,79200,0,
46800,88800,44100,281100,79200,0,
46800,88800,44100,280800,79500,0,
31800,88800,62100,280800,76500,0,
31800,88800,62100,280800,76500,0,
31500,89100,62100,280800,76500,0,
31500,88800,59100,280800,79800,0,
30900,90300,58800,280200,79800,0,
44700,90300,58200,279600,67200,0,
44100,90300,59100,279600,66900,0,
44100,90300,69900,268800,66900,0,
43500,89700,69300,270600,66900,0,
43500,99300,62100,268200,66900,0,
43500,99300,61800,268500,66900,0,
43500,99300,61800,268200,67200,0,
50400,99300,61200,262200,66900,0,
50400,99300,61200,262200,66900,0,
51000,98700,61200,262200,66900,0,
51000,98400,61500,262200,66900,0,
51000,94200,61200,266700,66900,0,
51000,94200,46200,296700,51900,0,
51600,94200,46200,296700,51300,0,
51600,94200,46200,296700,51300,0,
51300,117300,46200,285300,39900,0,
50700,117000,47100,285300,39900,0,
50700,117000,46800,285600,39900,0,
50700,117000,47700,285300,39300,0,
51000,117000,47700,285300,39000,0,
54600,113400,47700,285300,39000,0,
61200,107400,47100,285300,39000,0,
61200,112200,46500,281100,39000,0,
61200,112200,46200,281400,39000,0,
61200,112200,46200,281100,39300,0,
61800,112200,46200,281100,38700,0,
61800,112200,46200,276300,43500,0,
61500,112500,46200,276300,43500,0,
61500,116700,42000,276300,43500,0,
61500,118500,41400,275700,42900,0,
61500,118500,41400,281700,36900,0,
60900,120300,41400,281100,36300,0,
60900,120300,41400,281100,36300,0,
71700,119700,41400,271500,35700,0,
63900,128100,40800,271500,35700,0,
59100,119700,40500,270900,49800,0,
60000,119700,40500,270600,49200,0,
59400,119700,40500,270600,49800,0,
59400,119700,53700,257400,49800,0,
59100,120000,53700,257400,49800,0,
58500,127800,53100,256800,43800,0,
58500,143400,45300,249000,43800,0,
58500,143400,45300,249600,43200,0,
58800,143400,45300,249600,42900,0,
69600,143400,45300,249600,32100,0,
69300,142800,46200,249600,32100,0,
69300,142200,43800,253200,31500,0,
69300,142200,43800,253200,31500,0,
69300,142200,32400,241800,54300,0,
69900,142200,32400,241800,53700,0,
69900,142200,32400,241800,53700,0,
69600,153900,32400,241800,42300,0,
69600,153300,33000,241800,42300,0,
69600,153300,32700,242100,42300,0,
69600,153300,32700,241500,42900,0,
104400,153300,15300,241500,25500,0,
104400,140700,36900,232500,25500,0,
103800,147300,36900,226500,25500,0,
97800,137700,36300,242700,25500,0,
97800,137700,30300,248700,25500,0,
79200,137700,30300,285900,6900,0,
83400,141900,30300,278100,6300,0,
94200,141900,30300,267300,6300,0,
90000,146100,30300,267300,6300,0,
90000,145800,29700,268200,6300,0,
90000,145800,29400,268500,6300,0,
84000,145800,29400,275100,5700,0,
84300,145800,29400,275100,5400,0,
82500,145800,29400,280500,1800,0,
76500,151800,29400,280500,1800,0,
76500,151500,29700,280500,1800,0,
76500,151500,32100,279900,0,0,
76800,151500,32100,279600,0,0,
84000,151500,32100,272400,0,0,
80400,151500,39300,268800,0,0,
80100,154200,39300,266400,0,0,
80100,160200,33300,266400,0,0,
80100,160200,43500,256200,0,0,
80400,160200,43500,255900,0,0,
80400,160200,43500,255900,0,0,
80400,158400,43500,257700,0,0,
80100,158700,43500,257700,0,0,
80100,158100,42900,258900,0,0,
80100,158100,42600,259200,0,0,
80400,158100,42600,258900,0,0,
80400,158100,42600,258900,0,0,
91200,158100,42600,248100,0,0,
90900,157500,43500,248100,0,0,
90900,157200,49200,242700,0,0,
90300,151800,55800,242100,0,0,
90600,151800,55800,241800,0,0,
90600,151800,55800,241800,0,0,
90600,151800,55800,241800,0,0,
90000,152400,55800,241800,0,0,
90000,152100,56100,241800,0,0,
91200,152100,55500,241200,0,0,
90600,153000,55500,240900,0,0,
90600,153000,55500,240900,0,0,
90600,153000,60300,236100,0,0,
81000,163200,59700,236100,0,0,
81900,162900,59100,236100,0,0,
81900,162900,58800,236400,0,0,
82200,162900,58800,236100,0,0,
82200,162900,58800,236100,0,0,
87600,162900,58800,230700,0,0,
87300,171000,58800,222900,0,0,
87450,170700,58950,222900,0,0,
87450,178800,58650,215100,0,0,
86850,178800,46650,227700,0,0,
86850,178800,46650,227700,0,0,
97650,178800,35850,227700,0,0,
105450,171000,35850,227700,0,0,
105450,170700,36150,227700,0,0,
105450,170700,35850,228000,0,0,
104850,170700,36750,227700,0,0,
115650,170700,25950,227700,0,0,
103050,170700,40350,225900,0,0,
102450,164700,40350,232500,0,0,
102450,164400,40650,232500,0,0,
102450,208800,18450,210300,0,0,
103650,208800,17850,209700,0,0,
103650,207000,17850,211500,0,0,
114450,207000,7050,211500,0,0,
115050,206400,7050,211500,0,0,
115050,213450,0,211500,0,0,
115050,213450,0,211500,0,0,
116250,212850,0,210900,0,0,
109050,203850,0,227100,0,0,
109050,203850,0,227100,0,0,
108450,204450,0,227100,0,0,
108450,205050,0,226500,0,0,
108450,205050,0,226500,0,0,
108750,205050,0,226200,0,0,
108750,205050,0,226200,0,0,
114150,205050,0,220800,0,0,
113850,205350,0,220800,0,0,
113850,211350,0,214800,0,0,
113850,211350,0,214800,0,0,
113250,211350,0,215400,0,0,
113250,211350,0,215400,0,0,
113250,211350,0,215400,0,0,
112650,211950,0,215400,0,0,
113550,211650,0,214800,0,0,
113550,211650,0,214800,0,0,
112950,212850,0,214200,0,0,
112950,212850,0,214200,0,0,
112950,212850,0,214200,0,0,
101550,224250,0,214200,0,0,
101550,230250,0,208200,0,0,
106950,226650,0,206400,0,0,
107250,226650,0,206100,0,0,
112650,223050,0,204300,0,0,
112650,223050,0,204300,0,0,
112350,223350,0,204300,0,0,
112350,229350,0,198300,0,0,
112350,229350,0,198300,0,0,
100950,229350,0,209700,0,0,
100950,229350,0,209700,0,0,
100950,229350,0,209700,0,0,
100650,229650,0,209700,0,0,
100650,237450,0,201900,0,0,
98850,237450,0,203700,0,0,
103050,237450,0,199500,0,0,
103050,241050,0,195900,0,0,
103050,241050,0,195900,0,0,
103650,240450,0,195900,0,0,
103650,236250,0,200100,0,0,
103650,236250,0,200100,0,0,
94350,236250,0,209400,0,0,
94350,236250,0,209400,0,0,
96150,236250,0,207600,0,0,
95850,236550,0,207600,0,0,
95850,235950,0,208200,0,0,
88650,235950,0,215400,0,0,
88050,237150,0,214800,0,0,
98850,226350,0,214800,0,0,
98850,226350,0,214800,0,0,
99450,225750,0,214800,0,0,
93450,219750,0,226800,0,0,
89850,223350,0,226800,0,0,
95850,223350,0,220800,0,0,
95850,223350,0,220800,0,0,
90450,228750,0,220800,0,0,
90150,235050,0,214800,0,0,
84150,229050,0,226800,0,0,
84150,229050,0,226800,0,0,
84450,229050,0,226500,0,0,
71850,229050,0,239100,0,0,
82650,220050,0,237300,0,0,
82050,230250,0,227700,0,0,
82050,227850,0,230100,0,0,
82050,227850,0,230100,0,0,
70650,216450,0,252900,0,0,
70650,216450,0,252900,0,0,
70650,216450,0,252900,0,0,
70350,216750,0,252900,0,0,
69750,216150,0,254100,0,0,
69750,216150,0,254100,0,0,
70050,216150,0,253800,0,0,
70050,203550,0,266400,0,0,
66450,199950,0,273600,0,0,
66150,200250,0,273600,0,0,
66150,194250,0,279600,0,0,
66150,194250,0,279600,0,0,
65550,194250,0,280200,0,0,
74550,192450,0,273000,0,0,
74550,197850,0,267600,0,0,
80550,191850,0,267600,0,0,
80550,203250,0,256200,0,0,
75150,203250,0,261600,0,0,
74550,203250,0,262200,0,0,
76350,203250,0,260400,0,0,
79950,203250,0,256800,0,0,
79650,203550,0,256800,0,0,
79650,202950,0,257400,0,0,
79650,202950,0,257400,0,0,
79950,202950,0,257100,0,0,
79950,202950,0,257100,0,0,
79950,202950,0,257100,0,0,
85950,196950,0,257100,0,0,
85350,190950,0,263700,0,0,
85350,190950,0,263700,0,0,
81150,190950,0,267900,0,0,
81150,190950,0,267900,0,0,
82050,191850,0,266100,0,0,
82650,191250,0,266100,0,0,
82650,190950,0,266400,0,0,
82650,190950,0,266400,0,0,
88650,190950,0,260400,0,0,
88650,198150,0,253200,0,0,
88650,199950,0,251400,0,0,
89250,199350,0,251400,0,0,
89250,199050,0,251700,0,0,
89250,200850,0,249900,0,0,
88650,212850,0,238500,0,0,
101250,212850,0,225900,0,0,
104850,209250,0,225900,0,0,
104250,209850,0,225900,0,0,
104250,217650,0,218100,0,0,
104250,217650,0,218100,0,0,
103650,218550,0,217800,0,0,
114450,214950,0,210600,0,0,
112650,214950,0,212400,0,0,
113250,214350,0,212400,0,0,
113250,213750,0,213000,0,0,
113250,213750,0,213000,0,0,
113850,213750,0,212400,0,0,
113850,213750,0,212400,0,0,
113850,213750,0,212400,0,0,
114450,213150,0,212400,0,0,
114450,212850,0,212700,0,0,
114450,212850,0,212700,0,0,
114750,212850,0,212400,0,0,
114750,212850,0,212400,0,0,
114750,212850,0,212400,0,0,
106950,220650,0,212400,0,0,
106950,220350,0,212700,0,0,
106950,220350,0,212700,0,0,
118350,220350,0,201300,0,0,
116550,220350,0,203100,0,0,
116550,220350,0,203100,0,0,
126150,210750,0,203100,0,0,
126150,210450,0,203400,0,0,
122550,210450,0,207000,0,0,
122850,210450,0,206700,0,0,
122850,212250,0,204900,0,0,
133650,201450,0,204900,0,0,
139650,195450,0,204900,0,0,
128250,194850,0,216900,0,0,
128250,194850,0,216900,0,0,
127650,201450,0,210900,0,0,
127650,201450,0,210900,0,0,
127650,201450,0,210900,0,0,
128250,200850,0,210900,0,0,
133050,200250,0,206700,0,0,
133050,200250,0,206700,0,0,
133350,200250,0,206400,0,0,
136950,196650,0,206400,0,0,
136950,196650,0,206400,0,0,
137550,196050,0,206400,0,0,
137550,196650,0,205800,0,0,
137550,196650,0,205800,0,0,
137850,196650,0,205500,0,0,
134250,196650,0,209100,0,0,
134250,196650,0,209100,0,0,
133650,197250,0,209100,0,0,
133650,197850,0,208500,0,0,
133650,192450,0,213900,0,0,
134250,192450,0,213300,0,0,
134250,192450,0,213300,0,0,
125250,201450,0,213300,0,0,
117450,209250,0,213300,0,0,
117450,203250,0,219300,0,0,
117450,203250,0,219300,0,0,
117750,203250,0,219000,0,0,
117750,203250,0,219000,0,0,
117750,203250,0,219000,0,0,
117450,203550,0,219000,0,0,
117450,203250,0,219300,0,0,
117450,205050,0,217500,0,0,
125250,205050,0,209700,0,0,
125250,205050,0,209700,0,0,
125250,205050,0,209700,0,0,
133050,197250,0,209700,0,0,
133050,196950,0,210000,0,0,
129450,196950,0,213600,0,0,
129750,196950,0,213300,0,0,
118950,207750,0,213300,0,0,
124350,202350,0,213300,0,0,
124050,202650,0,213300,0,0,
124050,196650,0,219300,0,0,
124050,196650,0,219300,0,0,
123450,196650,0,219900,0,0,
121650,198450,0,219900,0,0,
119850,198450,0,221700,0,0,
113850,204450,0,221700,0,0,
106050,220050,0,213900,0,0,
106050,220050,0,213900,0,0,
115650,220050,0,204300,0,0,
115650,220050,0,204300,0,0,
122850,220050,0,197100,0,0,
128850,214050,0,197100,0,0,
128850,213750,0,197400,0,0,
128850,213750,0,197400,0,0,
119550,213750,0,206700,0,0,
115950,229950,0,194100,0,0,
115950,229950,0,194100,0,0,
115650,229350,0,195000,0,0,
115650,229050,0,195300,0,0,
115650,229050,0,195300,0,0,
106050,229050,0,204900,0,0,
106050,232650,0,201300,0,0,
106050,232650,0,201300,0,0,
105750,232950,0,201300,0,0,
97950,232650,0,209400,0,0,
97950,232650,0,209400,0,0,
93750,232650,0,213600,0,0,
97350,232650,0,210000,0,0,
97350,232650,0,210000,0,0,
97050,244350,0,198600,0,0,
97050,250350,0,192600,0,0,
97050,250350,0,192600,0,0,
97650,250350,0,192000,0,0,
97650,244950,0,197400,0,0,
90450,244950,0,204600,0,0,
97950,237450,0,204600,0,0,
97950,245250,0,196800,0,0,
96150,247050,0,196800,0,0,
96150,247050,0,196800,0,0,
96150,247050,0,196800,0,0,
96150,247050,0,196800,0,0,
95550,247650,0,196800,0,0,
95550,247350,0,197100,0,0,
95550,247350,0,197100,0,0,
94950,235950,0,209100,0,0,
98550,235950,0,205500,0,0,
107550,226950,0,205500,0,0,
107250,227250,0,205500,0,0,
107250,226950,0,205800,0,0,
107250,226950,0,205800,0,0,
103050,226950,0,210000,0,0,
103050,226950,0,210000,0,0,
103050,226950,0,210000,0,0,
102750,227250,0,210000,0,0,
91350,226950,0,221700,0,0,
91350,226950,0,221700,0,0,
91950,226950,0,221100,0,0,
81150,226950,0,231900,0,0,
84750,223350,0,231900,0,0,
85350,222750,0,231900,0,0,
85350,222450,0,232200,0,0,
85350,222450,0,232200,0,0,
85650,222450,0,231900,0,0,
85650,222450,0,231900,0,0,
83850,222450,0,233700,0,0,
84450,221850,0,233700,0,0,
84450,222450,0,233100,0,0,
84450,222450,0,233100,0,0,
83850,223350,0,232800,0,0,
74850,232350,0,232800,0,0,
74850,232350,0,232800,0,0,
74550,232650,0,232800,0,0,
74550,232350,0,233100,0,0,
74550,232350,0,233100,0,0,
74850,232350,0,232800,0,0,
74850,232350,0,232800,0,0,
74850,232350,0,232800,0,0,
74250,232950,0,232800,0,0,
77250,232350,0,230400,0,0,
77250,234150,0,228600,0,0,
76650,234150,0,229200,0,0,
76650,234150,0,229200,0,0,
76650,234150,0,229200,0,0,
76350,233550,0,230100,0,0,
76350,239550,0,224100,0,0,
78150,237750,0,224100,0,0,
78450,237750,0,223800,0,0,
76650,237750,0,225600,0,0,
71250,243150,0,225600,0,0,
70950,254850,0,214200,0,0,
70950,255450,0,213600,0,0,
70950,255450,0,213600,0,0,
70350,255450,0,214200,0,0,
70350,255450,0,214200,0,0,
70350,255450,0,214200,0,0,
70050,254850,0,215100,0,0,
70050,255450,0,214500,0,0,
70050,255450,0,214500,0,0,
70350,255450,0,214200,0,0,
72150,253650,0,214200,0,0,
72150,253650,0,214200,0,0,
71850,253950,0,214200,0,0,
78150,253650,0,208200,0,0,
78150,253650,0,208200,0,0,
77550,254550,0,207900,0,0,
77550,254550,0,207900,0,0,
77550,254550,0,207900,0,0,
85350,246750,0,207900,0,0,
73950,258750,0,207300,0,0,
72150,260550,0,207300,0,0,
60750,260550,0,218700,0,0,
60750,260550,0,218700,0,0,
60750,260550,0,218700,0,0,
52950,252750,0,234300,0,0,
54150,252150,0,233700,0,0,
54150,252150,0,233700,0,0,
53550,251550,0,234900,0,0,
53550,251550,0,234900,0,0,
53550,251550,0,234900,0,0,
45750,259350,0,234900,0,0,
45750,259050,0,235200,0,0,
45750,259050,0,235200,0,0,
45150,259050,0,235800,0,0,
45150,259050,0,235800,0,0,
46950,259050,0,234000,0,0,
46650,259350,0,234000,0,0,
46650,259950,0,233400,0,0,
41250,259950,0,238800,0,0,
52950,248550,0,238500,0,0,
54750,246750,0,238500,0,0,
54750,246750,0,238500,0,0,
54450,242550,0,243000,0,0,
54450,242250,0,243300,0,0,
54450,242250,0,243300,0,0,
53850,242250,0,243900,0,0,
53850,242250,0,243900,0,0,
53850,242250,0,243900,0,0,
53550,242550,0,243900,0,0,
42150,241950,0,255900,0,0,
42150,241950,0,255900,0,0,
42450,241950,0,255600,0,0,
42450,241950,0,255600,0,0,
42450,241950,0,255600,0,0,
41850,242550,0,255600,0,0,
34050,234750,0,271200,0,0,
34050,227550,0,278400,0,0,
33450,228450,0,278100,0,0,
33450,224850,0,281700,0,0,
33450,224850,0,281700,0,0,
32850,225450,0,281700,0,0,
32850,221250,0,285900,0,0,
32850,221250,0,285900,0,0,
33150,221250,0,285600,0,0,
33150,221250,0,285600,0,0,
33150,221250,0,285600,0,0,
32850,221550,0,285600,0,0,
32850,225750,0,281400,0,0,
32850,225750,0,281400,0,0,
33150,225750,0,281100,0,0,
20550,247350,0,272100,0,0,
20550,247350,0,272100,0,0,
20250,247650,0,272100,0,0,
20250,247350,0,272400,0,0,
20250,247350,0,272400,0,0,
29850,247350,0,262800,0,0,
33450,243750,0,262800,0,0,
33450,234750,0,271800,0,0,
33150,235050,0,271800,0,0,
33150,223650,0,283200,0,0,
33150,223650,0,283200,0,0,
33450,223650,0,282900,0,0,
33450,223650,0,282900,0,0,
33450,223650,0,282900,0,0,
33150,223050,0,283800,0,0,
33150,223650,0,283200,0,0,
33150,225450,0,281400,0,0,
33450,225450,0,281100,0,0,
31650,225450,0,282900,0,0,
31650,225450,0,282900,0,0,
31050,226050,0,282900,0,0,
31950,225750,0,282300,0,0,
31950,225750,0,282300,0,0,
32250,225750,0,282000,0,0,
32250,225750,0,282000,0,0,
32250,222150,0,285600,0,0,
31950,222450,0,285600,0,0,
31950,221850,0,286200,0,0,
31950,221850,0,286200,0,0,
32100,222000,0,285900,0,0,
24900,222000,0,293100,0,0,
24900,222000,0,293100,0,0,
24600,222300,0,293100,0,0,
24600,218100,0,297300,0,0,
24600,218100,0,297300,0,0,
13200,240900,0,285900,0,0,
20400,240900,0,278700,0,0,
20400,240900,0,278700,0,0,
19800,241500,0,278700,0,0,
19800,241200,0,279000,0,0,
19800,241200,0,279000,0,0,
20100,241200,0,278700,0,0,
20100,241200,0,278700,0,0,
20100,241200,0,278700,0,0,
19800,241500,0,278700,0,0,
19800,247500,0,272700,0,0,
23400,247500,0,269100,0,0,
22800,247500,0,269700,0,0,
22800,247500,0,269700,0,0,
22800,247500,0,269700,0,0,
22500,247800,0,269700,0,0,
23400,247500,0,269100,0,0,
21600,247500,0,270900,0,0,
24000,247500,0,268500,0,0,
34800,247500,0,257700,0,0,
33000,249300,0,257700,0,0,
32700,262200,0,245100,0,0,
32700,261900,0,245400,0,0,
25500,272700,0,241800,0,0,
28200,270300,0,241500,0,0,
28200,270300,0,241500,0,0,
28200,270300,0,241500,0,0,
28800,269700,0,241500,0,0,
28800,261900,0,249300,0,0,
28800,261900,0,249300,0,0,
21000,270000,0,249000,0,0,
26400,270000,0,243600,0,0,
31800,264600,0,243600,0,0,
31500,264900,0,243600,0,0,
31500,264600,0,243900,0,0,
27900,264600,0,247500,0,0,
21900,264600,0,253500,0,0,
21900,253800,0,264300,0,0,
21900,253800,0,264300,0,0,
21600,254100,0,264300,0,0,
21600,244500,0,273900,0,0,
21600,244500,0,273900,0,0,
12000,244500,0,283500,0,0,
24000,244500,0,271500,0,0,
24000,244500,0,271500,0,0,
24600,243900,0,271500,0,0,
24600,243600,0,271800,0,0,
24600,243600,0,271800,0,0,
24000,244500,0,271500,0,0,
20400,244500,0,275100,0,0,
20400,244500,0,275100,0,0,
12600,252300,0,275100,0,0,
17100,252000,0,270900,0,0,
18900,250200,0,270900,0,0,
18300,250200,0,271500,0,0,
18300,250200,0,271500,0,0,
14700,253800,0,271500,0,0,
14100,255000,0,270900,0,0,
14100,254700,0,271200,0,0,
39300,242100,0,258600,0,0,
36900,245100,0,258000,0,0,
36900,245100,0,258000,0,0,
36900,245100,0,258000,0,0,
30900,244500,0,264600,0,0,
30900,243900,0,265200,0,0,
30900,243900,0,265200,0,0,
31200,243900,0,264900,0,0,
29400,243900,0,266700,0,0,
29400,243900,0,266700,0,0,
35400,237900,0,266700,0,0,
35400,237600,0,267000,0,0,
35400,237600,0,267000,0,0,
31200,237600,0,271200,0,0,
31200,228600,0,280200,0,0,
36600,228600,0,274800,0,0,
36000,229200,0,274800,0,0,
30000,235800,0,274200,0,0,
30000,235800,0,274200,0,0,
18600,235800,0,285600,0,0,
20400,235800,0,283800,0,0,
20400,232200,0,287400,0,0,
20100,232500,0,287400,0,0,
20100,233100,0,286800,0,0,
20100,231300,0,288600,0,0,
20700,231300,0,288000,0,0,
20700,231300,0,288000,0,0,
20700,231300,0,288000,0,0,
43500,219900,0,276600,0,0,
43500,219600,0,276900,0,0,
47100,216000,0,276900,0,0,
47400,216000,0,276600,0,0,
49200,216000,0,274800,0,0,
49200,219600,0,271200,0,0,
49800,219000,0,271200,0,0,
49800,218700,0,271500,0,0,
49800,218700,0,271500,0,0,
50400,218700,0,270900,0,0,
50400,218700,0,270900,0,0,
50400,218700,0,270900,0,0,
52800,216300,0,270900,0,0,
52800,210300,0,276900,0,0,
42000,210300,0,287700,0,0,
39600,213300,0,287100,0,0,
39600,213300,0,287100,0,0,
50400,202500,0,287100,0,0,
50100,202800,0,287100,0,0,
50100,202500,0,287400,0,0,
42900,209700,0,287400,0,0,
43200,209700,0,287100,0,0,
43200,209700,0,287100,0,0,
43200,209700,0,287100,0,0,
37200,215700,0,287100,0,0,
37350,215400,0,287250,0,0,
37350,208200,0,294450,0,0,
43350,208200,0,288450,0,0,
43350,208200,0,288450,0,0,
41550,211800,0,286650,0,0,
49950,211200,0,278850,0,0,
51150,210600,0,278250,0,0,
51150,210600,0,278250,0,0,
50550,204600,0,284850,0,0,
50550,204600,0,284850,0,0,
50550,204600,0,284850,0,0,
50250,202200,0,287550,0,0,
50250,201900,0,287850,0,0,
50250,194700,0,295050,0,0,
50550,194700,0,294750,0,0,
50550,194700,0,294750,0,0,
50550,194700,0,294750,0,0,
50250,195000,0,294750,0,0,
