EXACT_RANGE_EXP_6_FLOP_EX_LIMIT,EXACT_RANGE_EXP_18_FLOP_EX_LIMIT,EXACT_RANGE_EXP_16_FLOP_EX_LIMIT,EXACT_RANGE_EXP_6_FLOP_EX_LIMIT,EXACT_RANGE_EXP_18_FLOP_EX_LIMIT,EXACT_RANGE_EXP_16_FLOP_EX_LIMIT,
0,166950,0,65250,307800,0,
0,150150,0,65250,324600,0,
0,150150,0,70650,319200,0,
0,150150,0,70650,319200,0,
0,142350,0,78450,319200,0,
0,142350,0,78450,319200,0,
0,142350,0,78150,319500,0,
0,168150,0,78150,293700,0,
0,168150,0,78150,293700,0,
0,168150,0,78150,293700,0,
0,170550,0,75750,293700,0,
0,165150,0,75750,299100,0,
0,165150,0,75450,299400,0,
0,169350,0,75450,295200,0,
0,169350,0,75450,295200,0,
0,169350,0,71850,298800,0,
0,157950,0,94650,287400,0,
0,157950,0,94650,287400,0,
0,157950,0,95250,286800,0,
0,146550,0,95250,298200,0,
0,146550,0,95250,298200,0,
0,146550,0,95250,298200,0,
0,146250,0,95550,298200,0,
0,146250,0,95550,298200,0,
0,146250,0,96150,297600,0,
0,145650,0,96150,298200,0,
0,142050,0,110550,287400,0,
0,142050,0,110550,287400,0,
0,141750,0,110850,287400,0,
0,141750,0,110850,287400,0,
0,141750,0,97650,300600,0,
0,141150,0,97650,301200,0,
0,141150,0,97650,301200,0,
0,141150,0,97650,301200,0,
0,140850,0,91650,307500,0,
0,140850,0,80850,318300,0,
0,140250,0,80550,319200,0,
0,151950,0,69150,318900,0,
0,142950,0,85350,311700,0,
0,142950,0,85350,311700,0,
0,143550,0,84750,311700,0,
0,143550,0,84750,311700,0,
0,142950,0,84450,312600,0,
0,149250,0,78450,312300,0,
0,145650,0,78450,315900,0,
0,145650,0,80250,314100,0,
0,145350,0,80400,314250,0,
0,145350,0,80400,314250,0,
0,160950,0,79800,299250,0,
0,161250,0,79800,298950,0,
0,168450,0,79800,291750,0,
0,168450,0,79800,291750,0,
0,179850,0,68400,291750,0,
0,179850,0,68400,291750,0,
0,179250,0,51600,309150,0,
0,179550,0,51600,308850,0,
0,172350,0,51600,316050,0,
0,172350,0,51600,316050,0,
0,172050,0,51900,316050,0,
0,175650,0,51900,312450,0,
0,175650,0,51600,312750,0,
0,175650,0,51600,312750,0,
0,175650,0,51600,312750,0,
0,186450,0,40800,312750,0,
0,187050,0,40200,312750,0,
0,187050,0,40200,312750,0,
0,187050,0,28800,324150,0,
0,186450,0,29700,323850,0,
0,186450,0,29700,323850,0,
0,197250,0,18900,323850,0,
0,196950,0,19200,323850,0,
0,196950,0,19200,323850,0,
0,183750,0,6000,350250,0,
0,183150,0,10800,346050,0,
0,193950,0,0,346050,0,
0,193950,0,0,346050,0,
0,194550,0,0,345450,0,
0,194550,0,0,345450,0,
0,194550,0,0,345450,0,
0,194850,0,0,345150,0,
0,200250,0,0,339750,0,
0,200250,0,0,339750,0,
0,200250,0,0,339750,0,
0,196650,0,0,343350,0,
0,196650,0,0,343350,0,
0,196950,0,0,343050,0,
0,184350,0,0,355650,0,
0,189750,0,0,350250,0,
0,189150,0,0,350850,0,
0,189150,0,0,350850,0,
0,189150,0,0,350850,0,
0,189750,0,0,350250,0,
0,171750,0,0,368250,0,
0,171750,0,0,368250,0,
0,163950,0,0,376050,0,
0,163950,0,0,376050,0,
0,163950,0,0,376050,0,
0,152550,0,0,387450,0,
0,152550,0,0,387450,0,
0,152550,0,0,387450,0,
0,152250,0,0,387750,0,
0,177450,0,0,362550,0,
0,177450,0,0,362550,0,
0,176850,0,0,363150,0,
0,176850,0,0,363150,0,
0,157050,0,0,382950,0,
0,156750,0,0,383250,0,
0,145950,0,0,394050,0,
0,135150,0,0,404850,0,
0,120150,0,0,419850,0,
0,134550,0,0,405450,0,
0,134550,0,0,405450,0,
0,145950,0,0,394050,0,
0,145950,0,0,394050,0,
0,149550,0,0,390450,0,
0,149850,0,0,390150,0,
0,149850,0,0,390150,0,
0,149850,0,0,390150,0,
0,149550,0,0,390450,0,
0,149550,0,0,390450,0,
0,138750,0,0,401250,0,
0,139050,0,0,400950,0,
0,149850,0,0,390150,0,
0,157050,0,0,382950,0,
0,156750,0,0,383250,0,
0,156750,0,0,383250,0,
0,156750,0,0,383250,0,
0,157050,0,0,382950,0,
0,157050,0,0,382950,0,
0,157050,0,0,382950,0,
0,156750,0,0,383250,0,
0,156750,0,0,383250,0,
0,156750,0,0,383250,0,
0,156150,0,0,383850,0,
0,156150,0,0,383850,0,
0,170550,0,0,369450,0,
0,171150,0,0,368850,0,
0,174750,0,0,365250,0,
0,174750,0,0,365250,0,
0,175050,0,0,364950,0,
0,175050,0,0,364950,0,
0,182250,0,0,357750,0,
0,182850,0,0,357150,0,
0,173850,0,0,366150,0,
0,179250,0,0,360750,0,
0,179850,0,0,360150,0,
0,179850,0,0,360150,0,
0,176250,0,0,363750,0,
0,175650,0,0,364350,0,
0,155850,0,0,384150,0,
0,145050,0,0,394950,0,
0,145350,0,0,394650,0,
0,141750,0,0,398250,0,
0,141750,0,0,398250,0,
0,124950,0,0,415050,0,
0,124950,0,0,415050,0,
0,124950,0,0,415050,0,
0,124350,0,0,415650,0,
0,124350,0,0,415650,0,
0,124350,0,0,415650,0,
0,124050,0,0,415950,0,
0,124050,0,0,415950,0,
0,124050,0,0,415950,0,
0,124350,0,0,415650,0,
0,124350,0,0,415650,0,
0,124350,0,0,415650,0,
0,124050,0,0,415950,0,
0,124050,0,0,415950,0,
0,124050,0,0,415950,0,
0,124350,0,0,415650,0,
0,124350,0,0,415650,0,
0,129750,0,0,410250,0,
0,129450,0,0,410550,0,
0,129450,0,0,410550,0,
0,125850,0,0,414150,0,
0,114450,0,0,425550,0,
0,114450,0,0,425550,0,
0,107250,0,0,432750,0,
0,107850,0,0,432150,0,
0,111450,0,0,428550,0,
0,111450,0,0,428550,0,
0,110850,0,0,429150,0,
0,94650,0,0,445350,0,
0,105450,0,0,434550,0,
0,104850,0,0,435150,0,
0,104850,0,0,435150,0,
0,104850,0,0,435150,0,
0,98850,0,0,441150,0,
0,98850,0,0,441150,0,
0,115050,0,0,424950,0,
0,103650,0,0,436350,0,
0,92850,0,0,447150,0,
0,92850,0,0,447150,0,
0,92250,0,0,447750,0,
0,92250,0,0,447750,0,
0,92250,0,0,447750,0,
0,91950,0,0,448050,0,
0,91950,0,0,448050,0,
0,91950,0,0,448050,0,
0,78750,0,0,461250,0,
0,78750,0,0,461250,0,
0,78750,0,0,461250,0,
0,70950,0,0,469050,0,
0,70950,0,0,469050,0,
0,70950,0,0,469050,0,
0,71250,0,0,468750,0,
0,67650,0,0,472350,0,
0,44250,0,0,495750,0,
0,43950,0,0,496050,0,
0,43950,0,0,496050,0,
0,43950,0,0,496050,0,
0,44250,0,0,495750,0,
0,47850,0,0,492150,0,
0,47850,0,0,492150,0,
0,48450,0,0,491550,0,
0,59250,0,0,480750,0,
0,59250,0,0,480750,0,
0,47850,0,0,492150,0,
0,47850,0,0,492150,0,
0,47850,0,0,492150,0,
0,47550,0,0,492450,0,
0,47550,0,0,492450,0,
0,47550,0,0,492450,0,
0,47850,0,0,492150,0,
0,47850,0,0,492150,0,
0,47850,0,0,492150,0,
0,47250,0,0,492750,0,
0,47250,0,0,492750,0,
0,40050,0,0,499950,0,
0,40350,0,0,499650,0,
0,36750,0,0,503250,0,
0,36750,0,0,503250,0,
0,36450,0,0,503550,0,
0,36450,0,0,503550,0,
0,36450,0,0,503550,0,
0,53250,0,0,486750,0,
0,64050,0,0,475950,0,
0,56850,0,0,483150,0,
0,57450,0,0,482550,0,
0,57450,0,0,482550,0,
0,37650,0,0,502350,0,
0,37050,0,0,502950,0,
0,37050,0,0,502950,0,
0,37050,0,0,502950,0,
0,48450,0,0,491550,0,
0,44850,0,0,495150,0,
0,44850,0,0,495150,0,
0,45450,0,0,494550,0,
0,45450,0,0,494550,0,
0,45450,0,0,494550,0,
0,46050,0,0,493950,0,
0,26250,0,0,513750,0,
0,26250,0,0,513750,0,
0,26550,0,0,513450,0,
0,26550,0,0,513450,0,
0,26550,0,0,513450,0,
0,27150,0,0,512850,0,
0,27150,0,0,512850,0,
0,27150,0,0,512850,0,
0,27450,0,0,512550,0,
0,27450,0,0,512550,0,
0,38250,0,0,501750,0,
0,37950,0,0,502050,0,
0,37950,0,0,502050,0,
0,37950,0,0,502050,0,
0,38250,0,0,501750,0,
0,27450,0,0,512550,0,
0,43650,0,0,496350,0,
0,44250,0,0,495750,0,
0,44250,0,0,495750,0,
0,44250,0,0,495750,0,
0,44550,0,0,495450,0,
0,44550,0,0,495450,0,
0,44550,0,0,495450,0,
0,45150,0,0,494850,0,
0,48750,0,0,491250,0,
0,37950,0,0,502050,0,
0,21150,0,0,518850,0,
0,21150,0,0,518850,0,
0,26550,0,0,513450,0,
0,27150,0,0,512850,0,
0,18150,0,0,521850,0,
0,7350,0,0,532650,0,
0,0,0,0,540000,0,
