EXPECTATION,EXPECTATION,SIMPLE_RANGE_EXP_IMP,EXACT_RANGE_EXP,EXACT_RANGE_EXP
6400,100,17800,13600,12100
6700,100,17800,13600,11800
6400,100,18100,13600,11800
6400,100,18100,13600,11800
6400,100,17800,13900,11800
6400,100,17800,13600,12100
6700,100,17800,13600,11800
7300,100,17200,13600,11800
7300,100,17200,13600,11800
7300,100,16900,13900,11800
7300,100,16900,13600,12100
7600,100,16900,13600,11800
8200,100,16300,13600,11800
8200,100,16300,13600,11800
8200,100,16000,13900,11800
8200,100,16000,13600,12100
8500,100,16000,13600,11800
7300,100,17200,13600,11800
7300,100,17200,13600,11800
7300,100,16900,13900,11800
7300,100,16900,14500,11200
8200,100,16900,14500,10300
7900,100,17200,14500,10300
7900,100,17200,14500,10300
7900,100,16900,14800,10300
7900,100,16900,14500,10600
8200,100,16900,14500,10300
7900,100,17200,14500,10300
7900,100,17200,14500,10300
7900,100,16900,14800,10300
7900,100,16900,14500,10600
8200,100,16900,14500,10300
7000,100,18100,14500,10300
7000,100,18100,14500,10300
7000,100,16600,13300,13000
7000,100,16600,12700,13600
7300,100,16600,12700,13300
7000,100,16900,12700,13300
7000,100,16900,12700,13300
7000,100,16600,13000,13300
7000,100,16600,12700,13600
7300,100,16600,12700,13300
6700,100,17200,12700,13300
6700,100,17200,12700,13300
6700,100,16900,13000,13300
6700,100,16900,13600,12700
7000,100,16900,13600,12400
6700,100,17200,13600,12400
6700,100,17200,13600,12400
6700,100,16900,13900,12400
6700,100,16900,13600,12700
7000,100,16900,13600,12400
6700,100,17200,13600,12400
6700,100,17200,13600,12400
6700,100,16900,13900,12400
6700,100,16900,13600,12700
6100,100,16900,13600,13300
5800,100,18700,12100,13300
5800,100,18700,12100,13300
5800,100,18400,12400,13300
5800,100,18400,12100,13600
4600,100,18400,12100,14800
3700,100,19300,12100,14800
3700,100,19300,12100,14800
3700,100,19000,12400,14800
3700,100,19000,11800,15400
4000,100,19000,11800,15100
3700,100,19300,11800,15100
3700,100,19300,11800,15100
3700,100,19000,12100,15100
3700,100,19000,11800,15400
4000,100,19000,11800,15100
3700,100,19300,11800,15100
3700,100,19300,11800,15100
3700,100,19000,12100,15100
3700,100,19000,12700,14500
3100,100,19000,12700,15100
2800,100,19300,12700,15100
2800,100,19300,12700,15100
2800,100,19000,13000,15100
2800,100,19000,12700,15400
2200,100,19000,12700,16000
1900,100,19300,12700,16000
1900,100,19300,12700,16000
1900,100,19000,13000,16000
1900,100,19000,12700,16300
2200,100,19000,12700,16000
1900,100,19300,12700,16000
1900,100,19300,12700,16000
1900,100,19000,13000,16000
1900,100,19000,12700,16300
2200,100,19000,12700,16000
1900,100,19300,12700,16000
1900,100,19300,12700,16000
1900,100,19000,13000,16000
1900,100,19000,12700,16300
1300,100,19000,12700,16900
1000,100,19300,12700,16900
1000,100,19300,12700,16900
1000,100,19000,13000,16900
1000,100,19000,12700,17200
1300,100,19000,12700,16900
1000,100,19300,12700,16900
1000,100,19300,12700,16900
0,100,17800,11200,20900
0,100,18700,10900,20300
0,100,17200,10900,21800
0,100,17200,10900,21800
0,100,17200,10900,21800
0,100,16900,11200,21800
0,100,16900,11800,21200
0,100,17200,11800,20900
0,100,17200,11800,20900
0,100,17200,11800,20900
0,100,16900,12100,20900
0,100,16900,11800,21200
0,100,17200,11800,20900
0,100,17200,11800,20900
0,100,17200,11800,20900
0,100,16900,12100,20900
0,100,16900,12700,20300
0,100,17800,12700,19400
0,100,17800,12700,19400
0,100,17800,12700,19400
0,100,17500,13000,19400
0,100,17500,12700,19700
0,100,16000,15400,18500
0,100,16000,15400,18500
0,100,16000,15400,18500
0,100,15700,15700,18500
0,100,15700,15400,18800
0,100,14200,15400,20300
0,100,14200,15400,20300
0,100,14200,15400,20300
0,100,12700,16900,20300
0,100,12700,16600,20600
0,100,13000,16600,20300
0,100,13000,16600,20300
0,100,13000,16600,20300
0,100,12700,16900,20300
0,100,12700,16600,20600
0,100,13000,16600,20300
0,100,13000,16600,20300
0,100,13000,16600,20300
0,100,12700,16900,20300
0,100,12700,16600,20600
0,100,13000,16600,20300
0,100,13000,16600,20300
0,100,13000,16600,20300
0,100,12700,16900,20300
0,100,12700,16300,20900
0,100,13000,16300,20600
0,100,13000,16300,20600
0,100,13000,16300,20600
0,100,13900,15400,20600
0,100,13900,16000,20000
0,100,14200,16000,19700
0,100,14200,16000,19700
0,100,14200,16000,19700
0,100,14800,15400,19700
0,100,14800,15100,20000
0,100,15100,15100,19700
0,100,15100,15100,19700
0,100,15100,15100,19700
0,100,14800,15400,19700
0,100,14800,16000,19100
0,100,15100,16000,18800
0,100,15100,16000,18800
0,100,15100,16000,18800
0,100,15700,15400,18800
0,100,15700,15100,19100
0,100,16600,15100,18200
0,100,16600,15100,18200
0,100,16600,15100,18200
0,100,16300,15400,18200
0,100,16300,15100,18500
0,100,17500,15100,17300
0,100,17500,15100,17300
0,100,17500,15100,17300
0,100,17200,15400,17300
0,100,17200,15100,17600
0,100,17500,15100,17300
0,100,17500,15100,17300
0,100,17500,15100,17300
0,100,17200,15400,17300
0,100,17200,16000,16700
0,100,17500,16000,16400
0,100,17500,16000,16400
0,100,17500,16000,16400
0,100,17200,16300,16400
0,100,17200,15700,17000
0,100,17500,15700,16700
0,100,17500,15700,16700
0,100,17500,15700,16700
0,100,16000,17200,16700
0,100,16000,16900,17000
0,100,16300,16900,16700
0,100,16300,16900,16700
0,100,16300,16900,16700
0,100,16000,17200,16700
0,100,16000,16900,17000
0,100,16600,16900,16400
0,100,16600,16900,16400
0,100,16600,16900,16400
0,100,16300,17200,16400
0,100,16300,16900,16700
0,100,16600,16900,16400
0,100,16600,16900,16400
0,100,16600,16900,16400
0,100,17200,16300,16400
0,100,17200,16000,16700
0,100,17500,16000,16400
0,100,17500,16000,16400
0,100,17500,16000,16400
0,100,17200,16300,16400
0,100,17200,16000,16700
0,100,18100,16000,15800
0,100,18100,16000,15800
0,100,18100,16000,15800
0,100,19300,14800,15800
0,100,19300,14500,16100
0,100,19600,14500,15800
0,100,19600,14500,15800
0,100,19600,14500,15800
0,100,19300,14800,15800
0,100,19300,14500,16100
0,100,19600,14500,15800
0,100,19600,14500,15800
0,100,19600,14500,15800
0,100,20200,13900,15800
0,100,20200,13600,16100
0,100,20500,13600,15800
0,100,20500,13600,15800
0,100,20500,13600,15800
0,100,20200,13900,15800
0,100,20200,13600,16100
0,100,20500,13600,15800
0,100,20500,13600,15800
0,100,20500,13600,15800
0,100,20200,13900,15800
0,100,20200,13600,16100
0,100,20500,13600,15800
0,100,20500,13600,15800
0,100,20500,13600,15800
0,100,21100,13000,15800
0,100,21100,12700,16100
0,100,19600,12700,17600
0,100,19600,12700,17600
0,100,19600,12700,17600
0,100,19300,13000,17600
0,100,19300,12700,17900
0,100,19600,12700,17600
0,100,19600,12700,17600
0,100,19600,12700,17600
0,100,19300,13000,17600
0,100,19300,12700,17900
0,100,19600,12700,17600
0,100,19600,12700,17600
0,100,19600,12700,17600
0,100,19300,13000,17600
0,100,19300,12700,17900
0,100,19900,12700,17300
0,100,19900,12700,17300
0,100,19900,12700,17300
0,100,19600,13000,17300
0,100,19600,12700,17600
0,100,19900,12700,17300
0,100,19900,12700,17300
0,100,19900,12700,17300
0,100,19600,13000,17300
0,100,19600,13600,16700
0,100,19900,13600,16400
0,100,19900,13600,16400
0,100,19900,13600,16400
0,100,19600,13900,16400
0,100,19600,13900,16400
0,100,19900,13900,16100
0,100,19900,13900,16100
0,100,19900,13900,16100
0,100,18400,15400,16100
0,100,18400,15100,16400
0,100,18700,15100,16100
0,100,18700,15100,16100
0,100,18700,15100,16100
0,100,20500,14200,15200
0,100,20500,13900,15500
0,100,20800,13900,15200
0,100,20800,13900,15200
0,100,20800,13900,15200
0,100,20500,14200,15200
0,100,20500,14800,14600
0,100,20800,14800,14300
0,100,20800,14800,14300
0,100,20800,14800,14300
0,100,19300,16300,14300
0,100,19300,15700,14900
0,100,17800,15700,16400
0,100,17800,15700,16400
0,100,17800,15700,16400
0,100,17500,16000,16400
0,100,17500,15700,16700
0,100,18100,15700,16100
0,100,18100,15700,16100
0,100,18100,15700,16100
0,100,17800,16000,16100
0,100,17800,15700,16400
0,100,18700,15700,15500
0,100,18700,15700,15500
0,100,18700,15700,15500
0,100,18400,16000,15500
0,100,18400,15400,16100
0,100,18700,15400,15800
0,100,18700,15400,15800
0,100,18700,15400,15800
0,100,18400,15700,15800
0,100,18400,15400,16100
0,100,19000,15400,15500
0,100,19000,15400,15500
0,100,19000,15400,15500
0,100,18700,15700,15500
0,100,18700,15100,16100
0,100,19000,15100,15800
0,100,19000,15100,15800
0,100,19000,15100,15800
0,100,18700,15400,15800
0,100,18700,15100,16100
0,100,19000,15100,15800
0,100,19000,15100,15800
0,100,19000,15100,15800
0,100,18700,15400,15800
0,100,18700,16000,15200
0,100,19000,16000,14900
0,100,19000,16000,14900
0,100,19000,16000,14900
0,100,18700,16300,14900
0,100,18700,16000,15200
0,100,19000,16000,14900
0,100,19000,16000,14900
0,100,19000,16000,14900
0,100,18700,16300,14900
0,100,18700,16900,14300
0,100,19000,16900,14000
0,100,19000,16900,14000
0,100,19000,16900,14000
0,100,18700,17200,14000
0,100,18700,16900,14300
0,100,19300,16900,13700
0,100,19300,16900,13700
0,100,19300,16900,13700
0,100,19000,17200,13700
0,100,19000,16900,14000
0,100,19300,16900,13700
0,100,19300,16900,13700
0,100,19300,16900,13700
0,100,20200,16000,13700
0,100,20200,16600,13100
0,100,20500,16600,12800
0,100,20500,16600,12800
0,100,20500,16600,12800
0,100,20200,16900,12800
0,100,19600,16600,13700
0,100,19900,16600,13400
0,100,19900,16600,13400
0,100,19900,16600,13400
0,100,18400,18100,13400
0,100,18400,17500,14000
0,100,19000,17500,13400
0,100,19000,17500,13400
0,100,19000,17500,13400
0,100,19600,16900,13400
0,100,19600,16600,13700
0,100,19900,16600,13400
0,100,19900,16600,13400
0,100,19900,16600,13400
0,100,19600,16900,13400
0,100,19600,16600,13700
0,100,19900,16600,13400
0,100,19900,16600,13400
0,100,19900,16600,13400
0,100,19600,16900,13400
0,100,19600,16600,13700
0,100,19900,16600,13400
0,100,19900,16600,13400
0,100,19900,16600,13400
0,100,19600,16900,13400
0,100,19600,16600,13700
0,100,19900,16600,13400
0,100,19900,16600,13400
0,100,19900,16600,13400
0,100,18400,18100,13400
0,100,18400,17800,13700
0,100,18700,17800,13400
0,100,18700,17800,13400
0,100,18700,17800,13400
0,100,18400,18100,13400
0,100,18400,17800,13700
0,100,18700,17800,13400
0,100,18700,17800,13400
0,100,18700,17800,13400
0,100,18400,18100,13400
0,100,18400,17800,13700
0,100,16900,17800,15200
0,100,16900,17800,15200
0,100,16900,17800,15200
0,100,16600,18100,15200
0,100,16600,17800,15500
0,100,16900,17800,15200
0,100,16900,17800,15200
0,100,16900,17800,15200
0,100,16600,18100,15200
0,100,16600,18700,14600
0,100,16900,18700,14300
0,100,16900,18700,14300
0,100,16900,18700,14300
0,100,17800,17800,14300
0,100,17800,18400,13700
0,100,18100,18400,13400
0,100,18100,18400,13400
0,100,18100,18400,13400
0,100,17800,18700,13400
0,100,17800,18400,13700
0,100,18100,18400,13400
0,100,18100,18400,13400
0,100,18100,18400,13400
0,100,17800,18700,13400
0,100,17800,18400,13700
0,100,18400,18400,13100
0,100,18400,18400,13100
0,100,18400,18400,13100
0,100,18100,18700,13100
0,100,18100,19300,12500
0,100,18400,19300,12200
0,100,18400,19300,12200
0,100,18400,19300,12200
0,100,18100,19600,12200
0,100,18100,19300,12500
0,100,18400,19300,12200
0,100,18400,19300,12200
0,100,18400,19300,12200
0,100,18100,19600,12200
0,100,18100,20200,11600
0,100,18400,20200,11300
0,100,18400,20200,11300
0,100,18400,20200,11300
0,100,18100,20500,11300
0,100,18100,21100,10700
0,100,18400,21100,10400
0,100,18400,21100,10400
0,100,18400,21100,10400
0,100,18100,21400,10400
0,100,18100,21100,10700
0,100,18400,21100,10400
0,100,18400,21100,10400
0,100,18400,21100,10400
0,100,19000,20500,10400
0,100,19000,20200,10700
0,100,17500,19000,13400
0,100,17500,19000,13400
0,100,17500,19000,13400
0,100,17200,19300,13400
0,100,17200,19000,13700
0,100,15700,19000,15200
0,100,15700,19000,15200
0,100,15700,19000,15200
0,100,15400,19300,15200
0,100,15400,19000,15500
0,100,15700,19000,15200
0,100,15700,19000,15200
0,100,15700,19000,15200
0,100,15400,19300,15200
0,100,15400,19900,14600
0,100,16000,19900,14000
0,100,16000,19900,14000
0,100,16000,19900,14000
0,100,16000,19900,14000
0,100,16000,19600,14300
0,100,16300,19600,14000
0,100,16300,19600,14000
0,100,16300,19600,14000
0,100,16000,19900,14000
0,100,16000,19600,14300
0,100,16900,19600,13400
0,100,16900,19600,13400
0,100,16900,19600,13400
0,100,16600,19900,13400
0,100,16600,19600,13700
0,100,16900,19600,13400
0,100,16900,19600,13400
0,100,16900,19600,13400
0,100,17500,19000,13400
0,100,17500,18700,13700
0,100,17800,18700,13400
0,100,17800,18700,13400
0,100,17800,18700,13400
0,100,18400,18100,13400
0,100,18400,17800,13700
0,100,18700,17800,13400
0,100,18700,17800,13400
0,100,18700,17800,13400
0,100,18400,18100,13400
0,100,18400,17800,13700
0,100,19000,17800,13100
0,100,19000,17800,13100
0,100,19000,17800,13100
0,100,20200,16600,13100
0,100,20200,16300,13400
0,100,18700,18400,12800
0,100,18700,18400,12800
0,100,18700,18400,12800
0,100,19600,17500,12800
0,100,19600,17200,13100
0,100,20200,17200,12500
0,100,20200,17200,12500
0,100,20200,17200,12500
0,100,20800,16600,12500
0,100,20800,16000,13100
0,100,21100,16000,12800
0,100,21100,16000,12800
0,100,21100,16000,12800
0,100,20800,16300,12800
0,100,20800,16900,12200
0,100,22000,16900,11000
0,100,22000,16900,11000
0,100,22000,16900,11000
0,100,21700,17200,11000
0,100,21700,16900,11300
0,100,22000,16900,11000
0,100,22000,16900,11000
0,100,22000,16900,11000
0,100,21700,17200,11000
0,100,21700,16900,11300
0,100,22000,16900,11000
0,100,22000,16900,11000
0,100,22000,16900,11000
0,100,21700,17200,11000
0,100,21700,16900,11300
0,100,22000,16900,11000
0,100,22000,16900,11000
0,100,22000,16900,11000
0,100,20500,18400,11000
0,100,20500,18100,11300
0,100,20800,18100,11000
0,100,20800,18100,11000
0,100,20800,18100,11000
0,100,20500,18400,11000
0,100,20500,18100,11300
0,100,20800,18100,11000
0,100,20800,18100,11000
0,100,20800,18100,11000
0,100,20500,18400,11000
0,100,20500,17800,11600
0,100,20800,17800,11300
0,100,20800,17800,11300
0,100,20800,17800,11300
0,100,20500,18100,11300
0,100,20500,17800,11600
0,100,21700,17800,10400
0,100,21700,17800,10400
0,100,21700,17800,10400
0,100,21400,18100,10400
0,100,21400,17800,10700
0,100,19900,17800,12200
0,100,19900,17800,12200
0,100,19900,17800,12200
0,100,19600,18100,12200
0,100,19600,17800,12500
0,100,19900,17800,12200
0,100,19900,17800,12200
0,100,19900,17800,12200
0,100,19600,18100,12200
0,100,19600,17800,12500
0,100,19900,17800,12200
0,100,19900,17800,12200
0,100,19900,17800,12200
0,100,19600,18100,12200
0,100,19600,17800,12500
0,100,19900,17800,12200
0,100,19900,17800,12200
0,100,19900,17800,12200
0,100,19600,18100,12200
0,100,19600,17800,12500
0,100,20200,17800,11900
0,100,20200,17800,11900
0,100,20200,17800,11900
0,100,18700,19300,11900
0,100,18700,19000,12200
0,100,19300,19000,11600
0,100,19300,19000,11600
0,100,19300,19000,11600
0,100,19000,19300,11600
0,100,19000,19000,11900
0,100,19300,19000,11600
0,100,19300,19000,11600
0,100,19300,19000,11600
0,100,19000,19300,11600
0,100,19000,19000,11900
0,100,19300,19000,11600
0,100,19300,19000,11600
0,100,19300,19000,11600
0,100,19000,19300,11600
0,100,19000,19900,11000
0,100,19300,19900,10700
0,100,19300,19900,10700
0,100,19300,19900,10700
0,100,19900,19300,10700
0,100,19900,19000,11000
0,100,18400,19000,12500
0,100,18400,19000,12500
0,100,18400,19000,12500
0,100,18100,19300,12500
0,100,18100,19000,12800
0,100,18400,19000,12500
0,100,18400,19000,12500
0,100,18400,19000,12500
0,100,18100,19300,12500
0,100,18100,19000,12800
0,100,18400,19000,12500
0,100,18400,19000,12500
0,100,18400,19000,12500
0,100,16900,20500,12500
0,100,16900,20200,12800
0,100,17200,20200,12500
0,100,17200,20200,12500
0,100,17200,20200,12500
0,100,16900,20500,12500
0,100,16900,19900,13100
0,100,17200,19900,12800
0,100,17200,19900,12800
0,100,17200,19900,12800
0,100,16900,20200,12800
0,100,16900,19900,13100
0,100,17200,19900,12800
0,100,17200,19900,12800
0,100,17200,19900,12800
0,100,16900,20200,12800
0,100,16900,19900,13100
0,100,17500,19900,12500
0,100,17500,19900,12500
0,100,17500,19900,12500
0,100,17200,20200,12500
0,100,17200,19900,12800
0,100,17500,19900,12500
0,100,17500,19900,12500
0,100,17500,19900,12500
0,100,17200,20200,12500
0,100,17200,19900,12800
0,100,17800,19900,12200
0,100,17800,19900,12200
0,100,17800,19900,12200
0,100,17500,20200,12200
0,100,17500,19900,12500
0,100,17800,19900,12200
0,100,17800,19900,12200
0,100,17800,19900,12200
0,100,17500,20200,12200
0,100,17500,19900,12500
0,100,17800,19900,12200
0,100,17800,19900,12200
0,100,17800,19900,12200
0,100,17500,20200,12200
0,100,17500,19900,12500
0,100,18700,19900,11300
0,100,18700,19900,11300
0,100,18700,19900,11300
0,100,18400,20200,11300
0,100,18400,19900,11600
0,100,18700,19900,11300
0,100,18700,19900,11300
0,100,18700,19900,11300
0,100,19300,19300,11300
0,100,19300,19000,11600
0,100,19600,19000,11300
0,100,19600,19000,11300
0,100,19600,19000,11300
0,100,19300,19300,11300
0,100,19300,19000,11600
0,100,19600,19000,11300
0,100,19600,19000,11300
0,100,19600,19000,11300
0,100,19300,19300,11300
0,100,19300,19000,11600
0,100,19600,19000,11300
0,100,19600,19000,11300
0,100,19600,19000,11300
0,100,19300,19300,11300
0,100,19300,19000,11600
0,100,19600,19000,11300
0,100,19600,19000,11300
0,100,19600,19000,11300
0,100,19300,19300,11300
0,100,19300,19000,11600
0,100,20200,19000,10700
0,100,20200,19000,10700
0,100,20200,19000,10700
0,100,19900,19300,10700
0,100,19900,19000,11000
0,100,20200,19000,10700
0,100,20200,19000,10700
0,100,20200,19000,10700
0,100,19900,19300,10700
0,100,19900,19000,11000
0,100,20200,19000,10700
0,100,20200,19000,10700
0,100,20200,19000,10700
0,100,20800,18400,10700
0,100,20800,17800,11300
0,100,21100,17800,11000
0,100,21100,17800,11000
0,100,21100,17800,11000
0,100,20800,18100,11000
0,100,20800,17800,11300
0,100,21100,17800,11000
0,100,21100,17800,11000
0,100,21100,17800,11000
0,100,19600,19300,11000
0,100,19600,19000,11300
0,100,20500,19000,10400
0,100,20500,19000,10400
0,100,20500,19000,10400
0,100,20200,19300,10400
0,100,20200,19900,9800
0,100,20500,19900,9500
0,100,20500,19900,9500
0,100,20500,19900,9500
0,100,22000,18400,9500
0,100,22000,19000,8900
0,100,20500,19000,10400
0,100,20500,19000,10400
0,100,20500,19000,10400
0,100,20200,19300,10400
0,100,20200,19000,10700
0,100,20500,19000,10400
0,100,20500,19000,10400
0,100,20500,19000,10400
0,100,19000,20500,10400
0,100,19000,20200,10700
0,100,19300,20200,10400
0,100,19300,20200,10400
0,100,19300,20200,10400
0,100,19900,19600,10400
0,100,19900,19300,10700
0,100,20500,19300,10100
0,100,20500,19300,10100
0,100,20500,19300,10100
0,100,20200,19600,10100
0,100,20200,19300,10400
0,100,20500,19300,10100
0,100,20500,19300,10100
0,100,20500,19300,10100
0,100,20200,19600,10100
0,100,20200,19300,10400
0,100,20500,19300,10100
0,100,20500,19300,10100
0,100,20500,19300,10100
0,100,20200,19600,10100
0,100,20200,19300,10400
0,100,20500,19300,10100
0,100,20500,19300,10100
0,100,20500,19300,10100
0,100,20200,19600,10100
0,100,20200,19300,10400
0,100,21100,19300,9500
0,100,21100,19300,9500
0,100,21100,19300,9500
0,100,20800,19600,9500
0,100,20800,19300,9800
0,100,21100,19300,9500
0,100,21100,19300,9500
0,100,21100,19300,9500
0,100,20800,19600,9500
0,100,20800,19300,9800
0,100,21100,19300,9500
0,100,21100,19300,9500
0,100,21100,19300,9500
0,100,21700,18700,9500
0,100,21700,18400,9800
0,100,22000,18400,9500
0,100,22000,18400,9500
0,100,22000,18400,9500
0,100,21700,18700,9500
0,100,21700,18400,9800
0,100,22000,18400,9500
0,100,22000,18400,9500
0,100,22000,18400,9500
0,100,22600,17800,9500
0,100,22600,18400,8900
0,100,22900,18400,8600
0,100,22900,18400,8600
0,100,22900,18400,8600
0,100,21400,19900,8600
0,100,21400,19600,8900
0,100,21700,19600,8600
0,100,21700,19600,8600
0,100,21700,19600,8600
0,100,21400,19900,8600
