EXACT_RANGE_EXP_6_FLOP_EX,EXACT_RANGE_EXP_6,EXACT_RANGE_EXP_6_FLOP,EXACT_RANGE_EXP_6_FLOP_EX,EXACT_RANGE_EXP_6,EXACT_RANGE_EXP_6_FLOP,
0,0,267600,0,0,272400,
0,0,271800,0,0,268200,
0,0,271800,0,0,268200,
0,0,271800,0,0,268200,
0,0,277800,0,0,262200,
0,0,277800,0,0,262200,
0,0,277800,0,0,262200,
0,0,278400,0,0,261600,
0,0,278400,0,0,261600,
0,0,278400,0,0,261600,
0,0,279000,0,0,261000,
0,0,279000,0,0,261000,
0,0,279000,0,0,261000,
0,0,279600,0,0,260400,
0,0,279600,0,0,260400,
0,0,279600,0,0,260400,
0,0,287400,0,0,252600,
0,0,287400,0,0,252600,
0,0,280200,0,0,259800,
0,0,279600,0,0,260400,
0,0,279600,0,0,260400,
0,0,279600,0,0,260400,
0,0,279000,0,0,261000,
0,0,280800,0,0,259200,
0,0,280800,0,0,259200,
0,0,281400,0,0,258600,
0,0,281400,0,0,258600,
0,0,281400,0,0,258600,
0,0,273600,0,0,266400,
0,0,273600,0,0,266400,
0,0,273600,0,0,266400,
0,0,265800,0,0,274200,
0,0,265800,0,0,274200,
0,0,265800,0,0,274200,
0,0,258000,0,0,282000,
0,0,258000,0,0,282000,
0,0,258000,0,0,282000,
0,0,250200,0,0,289800,
0,0,250200,0,0,289800,
0,0,250200,0,0,289800,
0,0,250800,0,0,289200,
0,0,250800,0,0,289200,
0,0,250800,0,0,289200,
0,0,262200,0,0,277800,
0,0,262200,0,0,277800,
0,0,262200,0,0,277800,
0,0,270000,0,0,270000,
0,0,270000,0,0,270000,
0,0,270000,0,0,270000,
0,0,281100,0,0,258900,
0,0,281100,0,0,258900,
0,0,272100,0,0,267900,
0,0,272100,0,0,267900,
0,0,272100,0,0,267900,
0,0,272100,0,0,267900,
0,0,272700,0,0,267300,
0,0,272700,0,0,267300,
0,0,272700,0,0,267300,
0,0,273300,0,0,266700,
0,0,273300,0,0,266700,
0,0,273300,0,0,266700,
0,0,273900,0,0,266100,
0,0,273900,0,0,266100,
0,0,272100,0,0,267900,
0,0,281700,0,0,258300,
0,0,281700,0,0,258300,
0,0,281700,0,0,258300,
0,0,281100,0,0,258900,
0,0,281100,0,0,258900,
0,0,288300,0,0,251700,
0,0,287700,0,0,252300,
0,0,287700,0,0,252300,
0,0,291300,0,0,248700,
0,0,290700,0,0,249300,
0,0,290700,0,0,249300,
0,0,290700,0,0,249300,
0,0,284700,0,0,255300,
0,0,291900,0,0,248100,
0,0,291900,0,0,248100,
0,0,285900,0,0,254100,
0,0,285900,0,0,254100,
0,0,285900,0,0,254100,
0,0,286500,0,0,253500,
0,0,286500,0,0,253500,
0,0,286500,0,0,253500,
0,0,285900,0,0,254100,
0,0,294900,0,0,245100,
0,0,294900,0,0,245100,
0,0,294300,0,0,245700,
0,0,294300,0,0,245700,
0,0,294300,0,0,245700,
0,0,298500,0,0,241500,
0,0,298500,0,0,241500,
0,0,298500,0,0,241500,
0,0,297900,0,0,242100,
0,0,294300,0,0,245700,
0,0,290700,0,0,249300,
0,0,291300,0,0,248700,
0,0,291300,0,0,248700,
0,0,291300,0,0,248700,
0,0,291900,0,0,248100,
0,0,288300,0,0,251700,
0,0,286500,0,0,253500,
0,0,282300,0,0,257700,
0,0,282300,0,0,257700,
0,0,282300,0,0,257700,
0,0,288300,0,0,251700,
0,0,288300,0,0,251700,
0,0,291900,0,0,248100,
0,0,292500,0,0,247500,
0,0,292500,0,0,247500,
0,0,292500,0,0,247500,
0,0,303900,0,0,236100,
0,0,300300,0,0,239700,
0,0,291300,0,0,248700,
0,0,291900,0,0,248100,
0,0,291900,0,0,248100,
0,0,291900,0,0,248100,
0,0,291300,0,0,248700,
0,0,291300,0,0,248700,
0,0,291300,0,0,248700,
0,0,290700,0,0,249300,
0,0,290700,0,0,249300,
0,0,288900,0,0,251100,
0,0,288300,0,0,251700,
0,0,288300,0,0,251700,
0,0,288300,0,0,251700,
0,0,288900,0,0,251100,
0,0,287100,0,0,252900,
0,0,287100,0,0,252900,
0,0,277500,0,0,262500,
0,0,282900,0,0,257100,
0,0,282900,0,0,257100,
0,0,282300,0,0,257700,
0,0,282300,0,0,257700,
0,0,284100,0,0,255900,
0,0,295500,0,0,244500,
0,0,295500,0,0,244500,
0,0,295500,0,0,244500,
0,0,303300,0,0,236700,
0,0,301500,0,0,238500,
0,0,301500,0,0,238500,
0,0,307500,0,0,232500,
0,0,307500,0,0,232500,
0,0,305700,0,0,234300,
0,0,305100,0,0,234900,
0,0,305100,0,0,234900,
0,0,306900,0,0,233100,
0,0,307500,0,0,232500,
0,0,307500,0,0,232500,
0,0,314700,0,0,225300,
0,0,314100,0,0,225900,
0,0,314100,0,0,225900,
0,0,314100,0,0,225900,
0,0,309900,0,0,230100,
0,0,309900,0,0,230100,
0,0,313500,0,0,226500,
0,0,323100,0,0,216900,
0,0,323100,0,0,216900,
0,0,323100,0,0,216900,
0,0,329100,0,0,210900,
0,0,330900,0,0,209100,
0,0,332700,0,0,207300,
0,0,332100,0,0,207900,
0,0,332100,0,0,207900,
0,0,332100,0,0,207900,
0,0,332700,0,0,207300,
0,0,332700,0,0,207300,
0,0,332700,0,0,207300,
0,0,332100,0,0,207900,
0,0,332100,0,0,207900,
0,0,332100,0,0,207900,
0,0,331500,0,0,208500,
0,0,327900,0,0,212100,
0,0,338700,0,0,201300,
0,0,338100,0,0,201900,
0,0,348900,0,0,191100,
0,0,348900,0,0,191100,
0,0,354900,0,0,185100,
0,0,365700,0,0,174300,
0,0,372900,0,0,167100,
0,0,375300,0,0,164700,
0,0,375300,0,0,164700,
0,0,375300,0,0,164700,
0,0,375900,0,0,164100,
0,0,372300,0,0,167700,
0,0,372300,0,0,167700,
0,0,376500,0,0,163500,
0,0,376500,0,0,163500,
0,0,376500,0,0,163500,
0,0,365100,0,0,174900,
0,0,365100,0,0,174900,
0,0,368700,0,0,171300,
0,0,369300,0,0,170700,
0,0,369300,0,0,170700,
0,0,369300,0,0,170700,
0,0,361500,0,0,178500,
0,0,359700,0,0,180300,
0,0,359700,0,0,180300,
0,0,359100,0,0,180900,
0,0,359100,0,0,180900,
0,0,359100,0,0,180900,
0,0,359700,0,0,180300,
0,0,359700,0,0,180300,
0,0,354300,0,0,185700,
0,0,353700,0,0,186300,
0,0,362700,0,0,177300,
0,0,371700,0,0,168300,
0,0,381300,0,0,158700,
0,0,388500,0,0,151500,
0,0,388500,0,0,151500,
0,0,398100,0,0,141900,
0,0,392700,0,0,147300,
0,0,390900,0,0,149100,
0,0,384900,0,0,155100,
0,0,390300,0,0,149700,
0,0,390300,0,0,149700,
0,0,389700,0,0,150300,
0,0,384300,0,0,155700,
0,0,386100,0,0,153900,
0,0,385500,0,0,154500,
0,0,392700,0,0,147300,
0,0,392700,0,0,147300,
0,0,393300,0,0,146700,
0,0,393300,0,0,146700,
0,0,393300,0,0,146700,
0,0,393900,0,0,146100,
0,0,393900,0,0,146100,
0,0,392100,0,0,147900,
0,0,401700,0,0,138300,
0,0,403500,0,0,136500,
0,0,403500,0,0,136500,
0,0,411300,0,0,128700,
0,0,409500,0,0,130500,
0,0,409500,0,0,130500,
0,0,415500,0,0,124500,
0,0,408300,0,0,131700,
0,0,417300,0,0,122700,
0,0,409500,0,0,130500,
0,0,409500,0,0,130500,
0,0,405900,0,0,134100,
0,0,408300,0,0,131700,
0,0,410100,0,0,129900,
0,0,411900,0,0,128100,
0,0,412500,0,0,127500,
0,0,412500,0,0,127500,
0,0,408900,0,0,131100,
0,0,408300,0,0,131700,
0,0,408300,0,0,131700,
0,0,402900,0,0,137100,
0,0,403500,0,0,136500,
0,0,403500,0,0,136500,
0,0,408900,0,0,131100,
0,0,408900,0,0,131100,
0,0,405300,0,0,134700,
0,0,405300,0,0,134700,
0,0,404700,0,0,135300,
0,0,404700,0,0,135300,
0,0,404700,0,0,135300,
0,0,404100,0,0,135900,
0,0,393300,0,0,146700,
0,0,389700,0,0,150300,
0,0,385500,0,0,154500,
0,0,385500,0,0,154500,
0,0,385500,0,0,154500,
0,0,384900,0,0,155100,
0,0,384900,0,0,155100,
0,0,379500,0,0,160500,
0,0,379500,0,0,160500,
0,0,379500,0,0,160500,
0,0,379500,0,0,160500,
0,0,375300,0,0,164700,
0,0,375300,0,0,164700,
0,0,378900,0,0,161100,
0,0,390000,0,0,150000,
0,0,390000,0,0,150000,
0,0,390000,0,0,150000,
0,0,390000,0,0,150000,
0,0,391800,0,0,148200,
0,0,391800,0,0,148200,
0,0,392400,0,0,147600,
0,0,394200,0,0,145800,
0,0,394200,0,0,145800,
0,0,393600,0,0,146400,
0,0,391800,0,0,148200,
0,0,388200,0,0,151800,
0,0,384000,0,0,156000,
0,0,384000,0,0,156000,
0,0,378600,0,0,161400,
0,0,378000,0,0,162000,
0,0,378000,0,0,162000,
0,0,381600,0,0,158400,
0,0,382200,0,0,157800,
0,0,382200,0,0,157800,
0,0,382200,0,0,157800,
0,0,386400,0,0,153600,
0,0,395400,0,0,144600,
0,0,395400,0,0,144600,
0,0,396000,0,0,144000,
0,0,392400,0,0,147600,
0,0,392400,0,0,147600,
0,0,394800,0,0,145200,
0,0,403800,0,0,136200,
0,0,405600,0,0,134400,
0,0,405000,0,0,135000,
0,0,405000,0,0,135000,
0,0,405000,0,0,135000,
0,0,404400,0,0,135600,
0,0,404400,0,0,135600,
0,0,404400,0,0,135600,
0,0,410400,0,0,129600,
0,0,410400,0,0,129600,
0,0,410400,0,0,129600,
0,0,409800,0,0,130200,
0,0,400800,0,0,139200,
0,0,399000,0,0,141000,
0,0,404700,0,0,135300,
0,0,417300,0,0,122700,
0,0,417300,0,0,122700,
0,0,416700,0,0,123300,
0,0,416700,0,0,123300,
0,0,416700,0,0,123300,
0,0,416100,0,0,123900,
0,0,416100,0,0,123900,
0,0,416100,0,0,123900,
0,0,416700,0,0,123300,
0,0,416700,0,0,123300,
0,0,411300,0,0,128700,
0,0,411900,0,0,128100,
0,0,411900,0,0,128100,
0,0,411900,0,0,128100,
0,0,417900,0,0,122100,
0,0,417900,0,0,122100,
0,0,417900,0,0,122100,
0,0,418500,0,0,121500,
0,0,416700,0,0,123300,
0,0,416700,0,0,123300,
0,0,416100,0,0,123900,
0,0,416100,0,0,123900,
0,0,416100,0,0,123900,
0,0,415500,0,0,124500,
0,0,415500,0,0,124500,
0,0,413700,0,0,126300,
0,0,417900,0,0,122100,
0,0,417900,0,0,122100,
0,0,417900,0,0,122100,
0,0,427500,0,0,112500,
0,0,434700,0,0,105300,
0,0,434700,0,0,105300,
0,0,438900,0,0,101100,
0,0,438900,0,0,101100,
0,0,442500,0,0,97500,
0,0,443100,0,0,96900,
0,0,443100,0,0,96900,
0,0,443100,0,0,96900,
0,0,443700,0,0,96300,
0,0,443700,0,0,96300,
0,0,438300,0,0,101700,
0,0,428700,0,0,111300,
0,0,435900,0,0,104100,
0,0,439500,0,0,100500,
0,0,441900,0,0,98100,
0,0,441900,0,0,98100,
0,0,449100,0,0,90900,
0,0,460500,0,0,79500,
0,0,465900,0,0,74100,
0,0,480300,0,0,59700,
0,0,479700,0,0,60300,
0,0,479700,0,0,60300,
0,0,479700,0,0,60300,
0,0,480300,0,0,59700,
0,0,480300,0,0,59700,
0,0,480300,0,0,59700,
0,0,480900,0,0,59100,
0,0,480900,0,0,59100,
0,0,480900,0,0,59100,
0,0,485100,0,0,54900,
0,0,488700,0,0,51300,
0,0,488700,0,0,51300,
0,0,488700,0,0,51300,
0,0,488700,0,0,51300,
0,0,488700,0,0,51300,
0,0,479100,0,0,60900,
0,0,479100,0,0,60900,
0,0,479100,0,0,60900,
0,0,478500,0,0,61500,
0,0,478500,0,0,61500,
0,0,478500,0,0,61500,
0,0,477900,0,0,62100,
0,0,488700,0,0,51300,
0,0,481500,0,0,58500,
0,0,491100,0,0,48900,
0,0,483900,0,0,56100,
0,0,485700,0,0,54300,
0,0,485100,0,0,54900,
0,0,483300,0,0,56700,
0,0,483300,0,0,56700,
0,0,479100,0,0,60900,
0,0,479100,0,0,60900,
0,0,479100,0,0,60900,
0,0,485100,0,0,54900,
0,0,485100,0,0,54900,
0,0,485100,0,0,54900,
0,0,485700,0,0,54300,
0,0,485700,0,0,54300,
0,0,485700,0,0,54300,
0,0,474300,0,0,65700,
0,0,474300,0,0,65700,
0,0,476100,0,0,63900,
0,0,471900,0,0,68100,
0,0,471900,0,0,68100,
0,0,471900,0,0,68100,
0,0,477900,0,0,62100,
0,0,477900,0,0,62100,
0,0,477900,0,0,62100,
0,0,477300,0,0,62700,
0,0,477300,0,0,62700,
0,0,477300,0,0,62700,
0,0,477900,0,0,62100,
0,0,477900,0,0,62100,
0,0,481500,0,0,58500,
0,0,480900,0,0,59100,
0,0,480900,0,0,59100,
0,0,480900,0,0,59100,
0,0,481500,0,0,58500,
0,0,481500,0,0,58500,
0,0,486900,0,0,53100,
0,0,486300,0,0,53700,
0,0,486300,0,0,53700,
0,0,486300,0,0,53700,
0,0,485700,0,0,54300,
0,0,492900,0,0,47100,
0,0,492900,0,0,47100,
0,0,493500,0,0,46500,
0,0,493500,0,0,46500,
0,0,493500,0,0,46500,
0,0,489300,0,0,50700,
0,0,489300,0,0,50700,
0,0,489300,0,0,50700,
0,0,489300,0,0,50700,
0,0,489300,0,0,50700,
0,0,489300,0,0,50700,
0,0,495300,0,0,44700,
0,0,495300,0,0,44700,
0,0,486300,0,0,53700,
0,0,485700,0,0,54300,
0,0,485700,0,0,54300,
0,0,494700,0,0,45300,
0,0,494100,0,0,45900,
0,0,494100,0,0,45900,
0,0,494100,0,0,45900,
0,0,494700,0,0,45300,
0,0,494700,0,0,45300,
0,0,494700,0,0,45300,
0,0,490500,0,0,49500,
0,0,490500,0,0,49500,
0,0,490500,0,0,49500,
0,0,489900,0,0,50100,
0,0,497100,0,0,42900,
0,0,497100,0,0,42900,
0,0,489300,0,0,50700,
0,0,489300,0,0,50700,
0,0,489300,0,0,50700,
0,0,489900,0,0,50100,
0,0,489900,0,0,50100,
0,0,491700,0,0,48300,
0,0,491700,0,0,48300,
0,0,491700,0,0,48300,
0,0,491700,0,0,48300,
0,0,491100,0,0,48900,
0,0,489300,0,0,50700,
0,0,489300,0,0,50700,
0,0,485100,0,0,54900,
0,0,488700,0,0,51300,
0,0,488700,0,0,51300,
0,0,477300,0,0,62700,
0,0,477300,0,0,62700,
0,0,477300,0,0,62700,
0,0,477900,0,0,62100,
0,0,477900,0,0,62100,
0,0,477900,0,0,62100,
0,0,468300,0,0,71700,
0,0,468300,0,0,71700,
0,0,466500,0,0,73500,
0,0,476100,0,0,63900,
0,0,476100,0,0,63900,
0,0,476100,0,0,63900,
0,0,476100,0,0,63900,
0,0,476100,0,0,63900,
0,0,476100,0,0,63900,
0,0,476700,0,0,63300,
0,0,473100,0,0,66900,
0,0,473100,0,0,66900,
0,0,479100,0,0,60900,
0,0,471900,0,0,68100,
0,0,471900,0,0,68100,
0,0,471900,0,0,68100,
0,0,471900,0,0,68100,
0,0,470100,0,0,69900,
0,0,470700,0,0,69300,
0,0,470700,0,0,69300,
0,0,470700,0,0,69300,
0,0,471300,0,0,68700,
0,0,471300,0,0,68700,
0,0,471300,0,0,68700,
0,0,459900,0,0,80100,
0,0,459900,0,0,80100,
0,0,459900,0,0,80100,
0,0,459300,0,0,80700,
0,0,459300,0,0,80700,
0,0,459300,0,0,80700,
0,0,466800,0,0,73200,
0,0,466800,0,0,73200,
0,0,466800,0,0,73200,
0,0,472800,0,0,67200,
0,0,472800,0,0,67200,
0,0,471000,0,0,69000,
0,0,471600,0,0,68400,
0,0,468000,0,0,72000,
0,0,468000,0,0,72000,
0,0,462000,0,0,78000,
0,0,462000,0,0,78000,
0,0,474600,0,0,65400,
0,0,475200,0,0,64800,
0,0,478800,0,0,61200,
0,0,478800,0,0,61200,
0,0,486600,0,0,53400,
0,0,486600,0,0,53400,
0,0,486600,0,0,53400,
0,0,487200,0,0,52800,
0,0,487200,0,0,52800,
0,0,487200,0,0,52800,
0,0,487800,0,0,52200,
0,0,487800,0,0,52200,
0,0,487800,0,0,52200,
0,0,485400,0,0,54600,
0,0,485400,0,0,54600,
0,0,485400,0,0,54600,
0,0,485400,0,0,54600,
0,0,483600,0,0,56400,
0,0,483600,0,0,56400,
0,0,479400,0,0,60600,
0,0,479400,0,0,60600,
0,0,475800,0,0,64200,
0,0,476400,0,0,63600,
0,0,476400,0,0,63600,
0,0,476400,0,0,63600,
0,0,466800,0,0,73200,
0,0,461400,0,0,78600,
0,0,461400,0,0,78600,
0,0,469200,0,0,70800,
0,0,469200,0,0,70800,
0,0,471000,0,0,69000,
0,0,475200,0,0,64800,
0,0,477000,0,0,63000,
0,0,471600,0,0,68400,
0,0,471000,0,0,69000,
0,0,472800,0,0,67200,
0,0,472800,0,0,67200,
0,0,472200,0,0,67800,
0,0,472200,0,0,67800,
0,0,472200,0,0,67800,
0,0,469800,0,0,70200,
0,0,477000,0,0,63000,
0,0,482400,0,0,57600,
0,0,483000,0,0,57000,
0,0,484800,0,0,55200,
0,0,484800,0,0,55200,
0,0,478800,0,0,61200,
0,0,478800,0,0,61200,
0,0,491400,0,0,48600,
0,0,499200,0,0,40800,
0,0,499200,0,0,40800,
0,0,508200,0,0,31800,
0,0,508800,0,0,31200,
0,0,508800,0,0,31200,
0,0,508800,0,0,31200,
0,0,502800,0,0,37200,
0,0,499200,0,0,40800,
0,0,490200,0,0,49800,
0,0,490200,0,0,49800,
0,0,495600,0,0,44400,
0,0,501000,0,0,39000,
0,0,501600,0,0,38400,
0,0,501600,0,0,38400,
0,0,507000,0,0,33000,
0,0,513000,0,0,27000,
0,0,513000,0,0,27000,
0,0,513000,0,0,27000,
0,0,513600,0,0,26400,
0,0,513600,0,0,26400,
0,0,513600,0,0,26400,
0,0,505800,0,0,34200,
0,0,505800,0,0,34200,
0,0,509400,0,0,30600,
0,0,515400,0,0,24600,
0,0,522600,0,0,17400,
0,0,522600,0,0,17400,
0,0,523200,0,0,16800,
0,0,523200,0,0,16800,
0,0,519600,0,0,20400,
0,0,511800,0,0,28200,
0,0,511800,0,0,28200,
0,0,511800,0,0,28200,
0,0,511800,0,0,28200,
0,0,511800,0,0,28200,
0,0,511800,0,0,28200,
0,0,504000,0,0,36000,
0,0,504000,0,0,36000,
0,0,504000,0,0,36000,
0,0,503400,0,0,36600,
0,0,499800,0,0,40200,
0,0,503400,0,0,36600,
0,0,493800,0,0,46200,
0,0,501000,0,0,39000,
0,0,502800,0,0,37200,
0,0,498600,0,0,41400,
0,0,504000,0,0,36000,
0,0,504000,0,0,36000,
0,0,515400,0,0,24600,
0,0,515400,0,0,24600,
0,0,515400,0,0,24600,
0,0,514800,0,0,25200,
0,0,514800,0,0,25200,
0,0,514800,0,0,25200,
0,0,522600,0,0,17400,
0,0,515400,0,0,24600,
0,0,515400,0,0,24600,
0,0,513000,0,0,27000,
0,0,513000,0,0,27000,
0,0,513000,0,0,27000,
0,0,513600,0,0,26400,
0,0,513600,0,0,26400,
0,0,508200,0,0,31800,
0,0,508800,0,0,31200,
0,0,514200,0,0,25800,
0,0,514200,0,0,25800,
0,0,514800,0,0,25200,
0,0,514800,0,0,25200,
0,0,514800,0,0,25200,
0,0,508800,0,0,31200,
0,0,508800,0,0,31200,
0,0,510600,0,0,29400,
0,0,511200,0,0,28800,
0,0,511200,0,0,28800,
0,0,511200,0,0,28800,
0,0,496200,0,0,43800,
0,0,499800,0,0,40200,
0,0,499800,0,0,40200,
0,0,499200,0,0,40800,
0,0,493800,0,0,46200,
0,0,493800,0,0,46200,
0,0,498000,0,0,42000,
0,0,498000,0,0,42000,
0,0,498000,0,0,42000,
0,0,495600,0,0,44400,
0,0,495600,0,0,44400,
0,0,495600,0,0,44400,
0,0,489600,0,0,50400,
0,0,489600,0,0,50400,
0,0,486000,0,0,54000,
0,0,493800,0,0,46200,
0,0,493800,0,0,46200,
0,0,488400,0,0,51600,
0,0,489000,0,0,51000,
0,0,489000,0,0,51000,
0,0,480000,0,0,60000,
0,0,480000,0,0,60000,
0,0,480000,0,0,60000,
0,0,469200,0,0,70800,
0,0,468600,0,0,71400,
0,0,468600,0,0,71400,
0,0,468600,0,0,71400,
0,0,481800,0,0,58200,
0,0,481800,0,0,58200,
0,0,483600,0,0,56400,
0,0,483000,0,0,57000,
0,0,483000,0,0,57000,
0,0,483000,0,0,57000,
0,0,483600,0,0,56400,
0,0,483600,0,0,56400,
0,0,483600,0,0,56400,
0,0,483000,0,0,57000,
0,0,483000,0,0,57000,
0,0,483000,0,0,57000,
0,0,483600,0,0,56400,
0,0,481800,0,0,58200,
0,0,481800,0,0,58200,
0,0,481200,0,0,58800,
0,0,481200,0,0,58800,
0,0,481200,0,0,58800,
0,0,480600,0,0,59400,
0,0,477000,0,0,63000,
0,0,477000,0,0,63000,
0,0,476400,0,0,63600,
0,0,476400,0,0,63600,
0,0,476400,0,0,63600,
0,0,472200,0,0,67800,
0,0,466800,0,0,73200,
0,0,468600,0,0,71400,
0,0,468000,0,0,72000,
0,0,468000,0,0,72000,
0,0,468000,0,0,72000,
0,0,475500,0,0,64500,
0,0,475500,0,0,64500,
0,0,475500,0,0,64500,
0,0,483300,0,0,56700,
0,0,481500,0,0,58500,
0,0,481500,0,0,58500,
0,0,479100,0,0,60900,
0,0,479100,0,0,60900,
0,0,479100,0,0,60900,
0,0,488700,0,0,51300,
0,0,488700,0,0,51300,
0,0,488700,0,0,51300,
0,0,496200,0,0,43800,
0,0,496200,0,0,43800,
0,0,487200,0,0,52800,
0,0,486600,0,0,53400,
0,0,486600,0,0,53400,
0,0,486600,0,0,53400,
0,0,487200,0,0,52800,
0,0,487200,0,0,52800,
0,0,494400,0,0,45600,
0,0,495000,0,0,45000,
0,0,495000,0,0,45000,
0,0,495000,0,0,45000,
0,0,494400,0,0,45600,
0,0,494400,0,0,45600,
0,0,496200,0,0,43800,
0,0,496800,0,0,43200,
0,0,496800,0,0,43200,
0,0,495000,0,0,45000,
0,0,495600,0,0,44400,
0,0,499200,0,0,40800,
0,0,499200,0,0,40800,
0,0,491400,0,0,48600,
0,0,491400,0,0,48600,
0,0,498600,0,0,41400,
0,0,504600,0,0,35400,
0,0,508200,0,0,31800,
0,0,508200,0,0,31800,
0,0,507600,0,0,32400,
0,0,507600,0,0,32400,
0,0,507600,0,0,32400,
0,0,496200,0,0,43800,
0,0,496200,0,0,43800,
0,0,496200,0,0,43800,
0,0,495600,0,0,44400,
0,0,495600,0,0,44400,
0,0,493800,0,0,46200,
0,0,499800,0,0,40200,
0,0,499800,0,0,40200,
0,0,499800,0,0,40200,
0,0,499200,0,0,40800,
0,0,499200,0,0,40800,
0,0,492000,0,0,48000,
0,0,482400,0,0,57600,
0,0,482400,0,0,57600,
0,0,475200,0,0,64800,
0,0,475800,0,0,64200,
0,0,474000,0,0,66000,
0,0,474000,0,0,66000,
0,0,474600,0,0,65400,
0,0,474600,0,0,65400,
0,0,474600,0,0,65400,
0,0,480600,0,0,59400,
0,0,491400,0,0,48600,
0,0,484200,0,0,55800,
0,0,476400,0,0,63600,
0,0,476400,0,0,63600,
0,0,465600,0,0,74400,
0,0,466200,0,0,73800,
0,0,466200,0,0,73800,
0,0,457200,0,0,82800,
0,0,454800,0,0,85200,
0,0,454800,0,0,85200,
0,0,458400,0,0,81600,
0,0,452400,0,0,87600,
0,0,443400,0,0,96600,
0,0,443400,0,0,96600,
0,0,442800,0,0,97200,
0,0,442800,0,0,97200,
0,0,442800,0,0,97200,
0,0,442800,0,0,97200,
0,0,442800,0,0,97200,
0,0,442800,0,0,97200,
0,0,433200,0,0,106800,
0,0,440400,0,0,99600,
0,0,442200,0,0,97800,
0,0,441600,0,0,98400,
0,0,441600,0,0,98400,
0,0,441600,0,0,98400,
0,0,453000,0,0,87000,
0,0,453000,0,0,87000,
0,0,453000,0,0,87000,
0,0,443400,0,0,96600,
0,0,443400,0,0,96600,
0,0,443400,0,0,96600,
0,0,444000,0,0,96000,
0,0,444000,0,0,96000,
0,0,444000,0,0,96000,
0,0,451800,0,0,88200,
0,0,451800,0,0,88200,
0,0,451800,0,0,88200,
0,0,451200,0,0,88800,
0,0,456600,0,0,83400,
0,0,456600,0,0,83400,
0,0,460800,0,0,79200,
0,0,460800,0,0,79200,
0,0,460800,0,0,79200,
0,0,466800,0,0,73200,
0,0,466800,0,0,73200,
0,0,466800,0,0,73200,
0,0,462600,0,0,77400,
0,0,462600,0,0,77400,
0,0,462600,0,0,77400,
0,0,463200,0,0,76800,
0,0,466800,0,0,73200,
0,0,456000,0,0,84000,
0,0,453600,0,0,86400,
0,0,453600,0,0,86400,
0,0,453600,0,0,86400,
0,0,454200,0,0,85800,
0,0,454200,0,0,85800,
0,0,452400,0,0,87600,
0,0,453000,0,0,87000,
0,0,453000,0,0,87000,
0,0,454800,0,0,85200,
0,0,460800,0,0,79200,
0,0,457200,0,0,82800,
0,0,457200,0,0,82800,
0,0,457800,0,0,82200,
0,0,457800,0,0,82200,
0,0,461400,0,0,78600,
0,0,460800,0,0,79200,
0,0,460800,0,0,79200,
0,0,460800,0,0,79200,
0,0,463200,0,0,76800,
0,0,463200,0,0,76800,
0,0,463200,0,0,76800,
0,0,463200,0,0,76800,
0,0,463200,0,0,76800,
0,0,454200,0,0,85800,
0,0,453600,0,0,86400,
0,0,453600,0,0,86400,
0,0,453600,0,0,86400,
0,0,453000,0,0,87000,
0,0,453000,0,0,87000,
0,0,453000,0,0,87000,
0,0,445500,0,0,94500,
0,0,447300,0,0,92700,
0,0,447300,0,0,92700,
0,0,458700,0,0,81300,
0,0,458700,0,0,81300,
0,0,458700,0,0,81300,
0,0,458100,0,0,81900,
0,0,458100,0,0,81900,
0,0,458100,0,0,81900,
0,0,458700,0,0,81300,
0,0,458700,0,0,81300,
0,0,449700,0,0,90300,
0,0,460800,0,0,79200,
0,0,460800,0,0,79200,
0,0,460800,0,0,79200,
0,0,461400,0,0,78600,
0,0,461400,0,0,78600,
0,0,461400,0,0,78600,
0,0,448500,0,0,91500,
0,0,448500,0,0,91500,
0,0,448500,0,0,91500,
0,0,452700,0,0,87300,
0,0,452700,0,0,87300,
0,0,452700,0,0,87300,
0,0,452100,0,0,87900,
0,0,459300,0,0,80700,
0,0,459300,0,0,80700,
0,0,459900,0,0,80100,
0,0,459900,0,0,80100,
0,0,452700,0,0,87300,
0,0,452100,0,0,87900,
0,0,452100,0,0,87900,
0,0,448500,0,0,91500,
0,0,447900,0,0,92100,
0,0,440700,0,0,99300,
0,0,440700,0,0,99300,
0,0,441300,0,0,98700,
0,0,441300,0,0,98700,
0,0,441300,0,0,98700,
0,0,447300,0,0,92700,
0,0,447300,0,0,92700,
0,0,450900,0,0,89100,
0,0,450300,0,0,89700,
0,0,453900,0,0,86100,
0,0,448500,0,0,91500,
0,0,442500,0,0,97500,
0,0,447900,0,0,92100,
0,0,447900,0,0,92100,
0,0,447300,0,0,92700,
0,0,458100,0,0,81900,
0,0,458100,0,0,81900,
0,0,464100,0,0,75900,
0,0,464100,0,0,75900,
0,0,464100,0,0,75900,
0,0,471900,0,0,68100,
0,0,471900,0,0,68100,
0,0,482700,0,0,57300,
0,0,476700,0,0,63300,
0,0,476700,0,0,63300,
0,0,476700,0,0,63300,
0,0,482700,0,0,57300,
0,0,479100,0,0,60900,
0,0,479100,0,0,60900,
0,0,478500,0,0,61500,
0,0,478500,0,0,61500,
0,0,478500,0,0,61500,
0,0,489900,0,0,50100,
0,0,489900,0,0,50100,
0,0,491700,0,0,48300,
0,0,491100,0,0,48900,
0,0,498300,0,0,41700,
0,0,498300,0,0,41700,
0,0,498900,0,0,41100,
0,0,498900,0,0,41100,
0,0,498900,0,0,41100,
