EXACT_RANGE_EXP_6_FLOP_EX_LIMIT,EXACT_RANGE_EXP_6_FLOP_EX_LIMIT,EXACT_RANGE_EXP_16_FLOP_EX_LIMIT,EXACT_RANGE_EXP_6_FLOP_EX_LIMIT,EXACT_RANGE_EXP_16_FLOP_EX_LIMIT,EXACT_RANGE_EXP_16_FLOP_EX_LIMIT,
139500,0,80700,139350,180450,0,
139500,0,83100,136950,180450,0,
139500,0,88500,131550,180450,0,
139500,0,88500,132150,179850,0,
139800,0,88500,132150,179550,0,
139800,0,88500,132150,179550,0,
139500,0,88800,132150,179550,0,
139500,0,88800,132150,179550,0,
139500,0,88200,132750,179550,0,
139500,0,88200,142350,169950,0,
134100,0,88200,142350,175350,0,
134100,0,88200,147150,170550,0,
134100,0,88200,147150,170550,0,
134100,0,88200,147150,170550,0,
134100,0,87900,147450,170550,0,
134100,0,87900,148050,169950,0,
134700,0,87900,148050,169350,0,
149700,0,87900,148050,154350,0,
150300,0,87300,148050,154350,0,
150300,0,87300,149850,152550,0,
150300,0,98100,149250,142350,0,
150300,0,98100,157050,134550,0,
149700,0,98100,157050,135150,0,
149700,0,98100,157050,135150,0,
149400,0,97500,157050,136050,0,
149400,0,97500,147450,145650,0,
149400,0,97200,147600,145800,0,
149400,0,97200,153600,139800,0,
160800,0,97200,153600,128400,0,
174000,0,84000,153600,128400,0,
173700,0,84300,153600,128400,0,
173700,0,84300,153600,128400,0,
173700,0,96900,141000,128400,0,
173700,0,91500,140700,134100,0,
173100,0,91500,140700,134700,0,
158700,0,77100,126300,177900,0,
158100,0,76500,126300,179100,0,
158100,0,76500,126300,179100,0,
159300,0,75900,125700,179100,0,
159300,0,75900,131700,173100,0,
168900,0,75900,131700,163500,0,
168900,0,71100,131700,168300,0,
169200,0,71400,131700,167700,0,
171600,0,71400,131700,165300,0,
171600,0,71100,132000,165300,0,
171600,0,71100,131700,165600,0,
171000,0,72000,131700,165300,0,
171000,0,67200,131700,170100,0,
156000,0,82200,131700,170100,0,
149400,0,77400,144900,168300,0,
149400,0,78000,144300,168300,0,
149400,0,77400,143700,169500,0,
142800,0,76800,143700,176700,0,
142800,0,76800,143700,176700,0,
142500,0,77100,143700,176700,0,
142500,0,77100,143700,176700,0,
142500,0,76800,144000,176700,0,
142500,0,76800,133800,186900,0,
162300,0,76800,133800,167100,0,
165900,0,72600,133800,167700,0,
178200,0,48000,133800,180000,0,
178200,0,48000,133800,180000,0,
178200,0,42000,139800,180000,0,
179400,0,42000,139200,179400,0,
178800,0,42000,140100,179100,0,
178800,0,42000,140100,179100,0,
178500,0,34200,148200,179100,0,
178500,0,34200,148200,179100,0,
163500,0,49800,147600,179100,0,
163500,0,49800,148200,178500,0,
162900,0,49800,148200,179100,0,
162900,0,49800,148200,179100,0,
162300,0,50400,148200,179100,0,
162300,0,50400,148200,179100,0,
162300,0,51000,147600,179100,0,
162300,0,51000,147300,179400,0,
168300,0,51000,147300,173400,0,
168300,0,51000,147300,173400,0,
180300,0,39000,147300,173400,0,
180300,0,39000,147300,173400,0,
217800,0,38700,128700,154800,0,
217800,0,38700,129300,154200,0,
217200,0,51900,129300,141600,0,
220800,0,51900,129300,138000,0,
220500,0,51300,130200,138000,0,
220500,0,51300,130200,138000,0,
220500,0,50700,130800,138000,0,
220500,0,50700,130500,138300,0,
220800,0,50700,130500,138000,0,
216000,0,48300,130500,145200,0,
220200,0,44100,130500,145200,0,
220200,0,44100,130500,145200,0,
220200,0,39900,134700,145200,0,
220200,0,34500,124500,160800,0,
219600,0,38100,124500,157800,0,
219600,0,50100,112500,157800,0,
219300,0,50400,112500,157800,0,
219300,0,50400,112500,157800,0,
219300,0,50100,112800,157800,0,
218700,0,50100,112200,159000,0,
218100,0,50100,112200,159600,0,
223500,0,50100,106800,159600,0,
231900,0,49500,106800,151800,0,
234300,0,47100,106800,151800,0,
234300,0,46500,107400,151800,0,
264300,0,46500,92400,136800,0,
269100,0,46500,88200,136200,0,
281700,0,46500,81000,130800,0,
296100,0,32700,81000,130200,0,
298500,0,30300,81000,130200,0,
298500,0,30000,80400,131100,0,
298500,0,20400,99600,121500,0,
307800,0,11400,99600,121200,0,
309600,0,9600,99600,121200,0,
309300,0,9000,100500,121200,0,
309300,0,9000,100500,121200,0,
309300,0,9600,99900,121200,0,
309300,0,9600,99300,121800,0,
308700,0,9600,100500,121200,0,
308700,0,9600,100500,121200,0,
309300,0,9000,100500,121200,0,
311700,0,6600,100500,121200,0,
311700,0,6600,100500,121200,0,
299700,0,6600,99900,133800,0,
294300,0,6000,99900,139800,0,
294300,0,6000,99900,139800,0,
294000,0,6300,99900,139800,0,
294000,0,6300,99900,139800,0,
294000,0,12600,93600,139800,0,
294000,0,2400,93000,150600,0,
293400,0,7800,90600,148200,0,
289800,0,9600,92400,148200,0,
286800,0,12600,92400,148200,0,
286800,0,0,105000,148200,0,
286800,0,0,88800,164400,0,
286800,0,0,88200,165000,0,
286200,0,0,88200,165600,0,
284400,0,0,90000,165600,0,
284100,0,0,90300,165600,0,
284100,0,0,90300,165600,0,
291300,0,0,83100,165600,0,
291300,0,0,82800,165900,0,
290700,0,0,84000,165300,0,
290700,0,0,84000,165300,0,
291300,0,0,83400,165300,0,
294900,0,0,79800,165300,0,
294900,0,0,79800,165300,0,
301500,0,0,73800,164700,0,
291300,0,0,73800,174900,0,
293100,0,0,72000,174900,0,
293700,0,0,71400,174900,0,
290100,0,0,76800,173100,0,
290100,0,0,82200,167700,0,
290100,0,0,82800,167100,0,
289500,0,0,82800,167700,0,
289500,0,0,82800,167700,0,
289200,0,0,83100,167700,0,
298200,0,0,74100,167700,0,
292800,0,0,79500,167700,0,
292800,0,0,78900,168300,0,
293100,0,0,78900,168000,0,
293100,0,0,78900,168000,0,
288900,0,0,83100,168000,0,
288900,0,0,83100,168000,0,
288900,0,0,83100,168000,0,
278700,0,0,88200,173100,0,
278100,0,0,88500,173400,0,
278100,0,0,88500,173400,0,
277500,0,0,87900,174600,0,
277500,0,0,87900,174600,0,
275100,0,0,87900,177000,0,
276000,0,0,87600,176400,0,
268200,0,0,87600,184200,0,
268200,0,0,87600,184200,0,
267600,0,0,88200,184200,0,
258600,0,0,86400,195000,0,
258600,0,0,86400,195000,0,
259500,0,0,86100,194400,0,
272700,0,0,86100,181200,0,
279900,0,0,78900,181200,0,
279600,0,0,79200,181200,0,
279600,0,0,79200,181200,0,
270600,0,0,88200,181200,0,
281100,0,0,87900,171000,0,
281400,0,0,87900,170700,0,
270000,0,0,87900,182100,0,
264000,0,0,93900,182100,0,
264000,0,0,93900,182100,0,
264000,0,0,93900,182100,0,
264900,0,0,93600,181500,0,
264300,0,0,78600,197100,0,
264300,0,0,78600,197100,0,
264000,0,0,78900,197100,0,
258600,0,0,84300,197100,0,
265800,0,0,77100,197100,0,
265800,0,0,76800,197400,0,
287400,0,0,72600,180000,0,
287400,0,0,74400,178200,0,
281400,0,0,81000,177600,0,
281400,0,0,81000,177600,0,
274200,0,0,88200,177600,0,
279000,0,0,84000,177000,0,
278400,0,0,84000,177600,0,
278400,0,0,84000,177600,0,
272400,0,0,90000,177600,0,
270600,0,0,91800,177600,0,
270600,0,0,91800,177600,0,
270600,0,0,91500,177900,0,
270000,0,0,92400,177600,0,
270000,0,0,92400,177600,0,
269700,0,0,92700,177600,0,
269700,0,0,92700,177600,0,
267900,0,0,92700,179400,0,
267900,0,0,98700,173400,0,
272100,0,0,98700,169200,0,
272100,0,0,98700,169200,0,
271800,0,0,99000,169200,0,
271800,0,0,99000,169200,0,
279000,0,0,99000,162000,0,
279000,0,0,103200,157800,0,
279300,0,0,103200,157500,0,
279300,0,0,103200,157500,0,
279000,0,0,102600,158400,0,
279000,0,0,102600,158400,0,
279000,0,0,102600,158400,0,
279000,0,0,93000,168000,0,
278400,0,0,93000,168600,0,
278400,0,0,93000,168600,0,
274200,0,0,101400,164400,0,
274200,0,0,101400,164400,0,
274200,0,0,101400,164400,0,
274200,0,0,86400,179400,0,
273600,0,0,87300,179100,0,
273600,0,0,87300,179100,0,
274200,0,0,86700,179100,0,
274200,0,0,86700,179100,0,
272400,0,0,90300,177300,0,
273600,0,0,89700,176700,0,
273900,0,0,89700,176400,0,
281100,0,0,82500,176400,0,
287100,0,0,76500,176400,0,
287100,0,0,76500,176400,0,
287100,0,0,76500,176400,0,
287100,0,0,76200,176700,0,
287700,0,0,76200,176100,0,
287700,0,0,83400,168900,0,
288300,0,0,82800,168900,0,
282900,0,0,88200,168900,0,
273900,0,0,97200,168900,0,
273900,0,0,96900,169200,0,
274200,0,0,96900,168900,0,
274200,0,0,96900,168900,0,
259200,0,0,81900,198900,0,
259200,0,0,81900,198900,0,
256800,0,0,81900,201300,0,
256800,0,0,81600,201600,0,
257100,0,0,81600,201300,0,
257100,0,0,81600,201300,0,
249300,0,0,89400,201300,0,
249300,0,0,89400,201300,0,
251700,0,0,89400,198900,0,
251700,0,0,89100,199200,0,
252000,0,0,89100,198900,0,
266400,0,0,89100,184500,0,
266100,0,0,89400,184500,0,
276900,0,0,78600,184500,0,
276900,0,0,78600,184500,0,
271500,0,0,78300,190200,0,
270900,0,0,90900,178200,0,
264300,0,0,90900,184800,0,
264900,0,0,90300,184800,0,
264900,0,0,90300,184800,0,
252300,0,0,102900,184800,0,
252300,0,0,102300,185400,0,
252600,0,0,102300,185100,0,
252600,0,0,102300,185100,0,
252300,0,0,102600,185100,0,
248700,0,0,106200,185100,0,
248700,0,0,106200,185100,0,
248700,0,0,105900,185400,0,
248100,0,0,105900,186000,0,
248100,0,0,105900,186000,0,
247800,0,0,106200,186000,0,
247800,0,0,106200,186000,0,
247800,0,0,106200,186000,0,
247800,0,0,106200,186000,0,
248100,0,0,106200,185700,0,
248100,0,0,106200,185700,0,
247500,0,0,106800,185700,0,
247500,0,0,106800,185700,0,
247500,0,0,106800,185700,0,
247500,0,0,106800,185700,0,
247800,0,0,106800,185400,0,
247800,0,0,106800,185400,0,
247500,0,0,107100,185400,0,
247500,0,0,107100,185400,0,
243300,0,0,90900,205800,0,
243300,0,0,90600,206100,0,
242700,0,0,87600,209700,0,
237900,0,0,87600,214500,0,
237600,0,0,87900,214500,0,
239400,0,0,86100,214500,0,
239400,0,0,86100,214500,0,
247500,0,0,85800,206700,0,
247800,0,0,85800,206400,0,
247800,0,0,91200,201000,0,
247800,0,0,91200,201000,0,
247800,0,0,93000,199200,0,
255000,0,0,93000,192000,0,
245400,0,0,103200,191400,0,
244800,0,0,104400,190800,0,
252000,0,0,104400,183600,0,
251700,0,0,104700,183600,0,
251700,0,0,104700,183600,0,
246300,0,0,112500,181200,0,
246300,0,0,125700,168000,0,
245700,0,0,125700,168600,0,
245700,0,0,104100,190200,0,
245400,0,0,104400,190200,0,
247800,0,0,104400,187800,0,
240600,0,0,104400,195000,0,
240600,0,0,104100,195300,0,
232800,0,0,104100,203100,0,
232800,0,0,104100,203100,0,
232500,0,0,104400,203100,0,
225300,0,0,111600,203100,0,
227700,0,0,111600,200700,0,
222300,0,0,111300,206400,0,
214500,0,0,111300,214200,0,
216300,0,0,109500,214200,0,
216000,0,0,109800,214200,0,
216000,0,0,109800,214200,0,
216000,0,0,109800,214200,0,
216000,0,0,109500,214500,0,
216300,0,0,109500,214200,0,
216300,0,0,119700,204000,0,
216900,0,0,119100,204000,0,
206100,0,0,129900,204000,0,
206100,0,0,129900,204000,0,
206100,0,0,139500,194400,0,
214200,0,0,131700,194100,0,
240600,0,0,119700,179700,0,
240000,0,0,120300,179700,0,
232800,0,0,127500,179700,0,
229200,0,0,131100,179700,0,
229200,0,0,144300,166500,0,
228600,0,0,144300,167100,0,
237600,0,0,135300,167100,0,
231600,0,0,141300,167100,0,
231600,0,0,141300,167100,0,
231600,0,0,141300,167100,0,
231600,0,0,128700,179700,0,
222000,0,0,119100,198900,0,
222000,0,0,119100,198900,0,
216000,0,0,125100,198900,0,
212400,0,0,128700,198900,0,
215100,0,0,123300,201600,0,
215100,0,0,123900,201000,0,
223200,0,0,116100,200700,0,
223200,0,0,116100,200700,0,
225600,0,0,113700,200700,0,
225600,0,0,116100,198300,0,
225600,0,0,116100,198300,0,
225600,0,0,115800,198600,0,
225000,0,0,116700,198300,0,
228600,0,0,113100,198300,0,
222600,0,0,119100,198300,0,
222600,0,0,119100,198300,0,
222600,0,0,119100,198300,0,
222600,0,0,119700,197700,0,
222900,0,0,119700,197400,0,
222900,0,0,119700,197400,0,
230700,0,0,111900,197400,0,
230700,0,0,111900,197400,0,
230700,0,0,115500,193800,0,
222900,0,0,115200,201900,0,
210300,0,0,115200,214500,0,
210300,0,0,118800,210900,0,
198900,0,0,130200,210900,0,
198900,0,0,130200,210900,0,
206100,0,0,123000,210900,0,
207000,0,0,122700,210300,0,
214800,0,0,122700,202500,0,
214800,0,0,122700,202500,0,
214500,0,0,130800,194700,0,
214500,0,0,130800,194700,0,
207300,0,0,130800,201900,0,
207300,0,0,131400,201300,0,
207600,0,0,131400,201000,0,
207600,0,0,131400,201000,0,
207300,0,0,131700,201000,0,
196500,0,0,144900,198600,0,
196500,0,0,144900,198600,0,
196500,0,0,144600,198900,0,
204300,0,0,144600,191100,0,
204300,0,0,144600,191100,0,
204000,0,0,144000,192000,0,
204000,0,0,144000,192000,0,
202200,0,0,145800,192000,0,
202200,0,0,145500,192300,0,
208200,0,0,145500,186300,0,
208200,0,0,145500,186300,0,
207900,0,0,140100,192000,0,
202500,0,0,145500,192000,0,
204900,0,0,145500,189600,0,
204900,0,0,135300,199800,0,
204300,0,0,135300,200400,0,
204300,0,0,135300,200400,0,
204000,0,0,135600,200400,0,
211200,0,0,128400,200400,0,
211200,0,0,128400,200400,0,
210600,0,0,127800,201600,0,
210900,0,0,127800,201300,0,
210900,0,0,126000,203100,0,
211500,0,0,125400,203100,0,
209100,0,0,106200,224700,0,
209100,0,0,124800,206100,0,
209100,0,0,124500,206400,0,
209400,0,0,124500,206100,0,
209400,0,0,124500,206100,0,
217200,0,0,116700,206100,0,
217200,0,0,116700,206100,0,
217200,0,0,116700,206100,0,
217200,0,0,116400,206400,0,
228900,0,0,105000,206100,0,
236100,0,0,103200,200700,0,
236700,0,0,102600,200700,0,
236700,0,0,102600,200700,0,
236700,0,0,102600,200700,0,
236700,0,0,116400,186900,0,
237000,0,0,116400,186600,0,
237000,0,0,116400,186600,0,
236700,0,0,117300,186000,0,
236700,0,0,117300,186000,0,
236700,0,0,117300,186000,0,
237900,0,0,116700,185400,0,
238200,0,0,116700,185100,0,
238200,0,0,108300,193500,0,
237900,0,0,108600,193500,0,
245100,0,0,101400,193500,0,
246900,0,0,99600,193500,0,
246900,0,0,87000,206100,0,
246300,0,0,88200,205500,0,
246300,0,0,88200,205500,0,
246000,0,0,88500,205500,0,
246000,0,0,88500,205500,0,
246000,0,0,88500,205500,0,
246000,0,0,88200,205800,0,
245400,0,0,89100,205500,0,
247200,0,0,87300,205500,0,
254400,0,0,86700,198900,0,
241800,0,0,99300,198900,0,
241800,0,0,99300,198900,0,
241800,0,0,99000,199200,0,
241200,0,0,105600,193200,0,
241200,0,0,105600,193200,0,
240900,0,0,105900,193200,0,
240900,0,0,105900,193200,0,
240900,0,0,105900,193200,0,
240900,0,0,105600,193500,0,
241200,0,0,105600,193200,0,
234000,0,0,112800,193200,0,
233700,0,0,113100,193200,0,
230100,0,0,116700,193200,0,
230100,0,0,116700,193200,0,
230100,0,0,130500,179400,0,
229500,0,0,130500,180000,0,
213300,0,0,126900,199800,0,
213000,0,0,127200,199800,0,
207600,0,0,132600,199800,0,
209400,0,0,130800,199800,0,
209400,0,0,142800,187800,0,
208800,0,0,151800,179400,0,
202200,0,0,151800,186000,0,
202800,0,0,151200,186000,0,
199200,0,0,154800,186000,0,
199200,0,0,154800,186000,0,
199200,0,0,154500,186300,0,
198600,0,0,155400,186000,0,
198600,0,0,155400,186000,0,
198300,0,0,155700,186000,0,
198300,0,0,161100,180600,0,
198300,0,0,156300,185400,0,
198300,0,0,156000,185700,0,
198600,0,0,156000,185400,0,
205800,0,0,156000,178200,0,
206400,0,0,155400,178200,0,
206400,0,0,155400,178200,0,
204600,0,0,155400,180000,0,
204600,0,0,155100,180300,0,
208800,0,0,155100,176100,0,
208800,0,0,152700,178500,0,
201000,0,0,160500,178500,0,
193800,0,0,167700,178500,0,
193800,0,0,167700,178500,0,
193800,0,0,152700,193500,0,
184200,0,0,152100,203700,0,
184200,0,0,152100,203700,0,
183600,0,0,152700,203700,0,
180000,0,0,161700,198300,0,
180000,0,0,161700,198300,0,
181200,0,0,161100,197700,0,
192600,0,0,161100,186300,0,
192600,0,0,161100,186300,0,
192600,0,0,161100,186300,0,
196200,0,0,157500,186300,0,
189000,0,0,164700,186300,0,
189000,0,0,167100,183900,0,
181200,0,0,175200,183600,0,
207000,0,0,163200,169800,0,
207600,0,0,162600,169800,0,
210000,0,0,162600,167400,0,
217200,0,0,155400,167400,0,
204600,0,0,155100,180300,0,
205200,0,0,155100,179700,0,
211500,0,0,161400,167100,0,
211200,0,0,161700,167100,0,
204600,0,0,159900,175500,0,
211800,0,0,159900,168300,0,
211800,0,0,159300,168900,0,
212100,0,0,159300,168600,0,
186300,0,0,159300,194400,0,
194100,0,0,151500,194400,0,
194100,0,0,151500,194400,0,
184500,0,0,151500,204000,0,
184500,0,0,150900,204600,0,
184800,0,0,150900,204300,0,
184800,0,0,150900,204300,0,
173400,0,0,162900,203700,0,
173400,0,0,162900,203700,0,
173400,0,0,162900,203700,0,
179100,0,0,162600,198300,0,
179400,0,0,162600,198000,0,
150600,0,0,132000,257400,0,
150000,0,0,133200,256800,0,
150000,0,0,133200,256800,0,
150000,0,0,133200,256800,0,
150000,0,0,133200,256800,0,
144600,0,0,133200,262200,0,
144600,0,0,133200,262200,0,
140400,0,0,137400,262200,0,
140400,0,0,142800,256800,0,
140400,0,0,133200,266400,0,
140400,0,0,133800,265800,0,
135000,0,0,133800,271200,0,
120600,0,0,133800,285600,0,
120300,0,0,134100,285600,0,
120300,0,0,134100,285600,0,
120300,0,0,134100,285600,0,
120300,0,0,134100,285600,0,
119700,0,0,134100,286200,0,
119700,0,0,134100,286200,0,
131100,0,0,122700,286200,0,
131100,0,0,122700,286200,0,
131100,0,0,113700,295200,0,
131100,0,0,113400,295500,0,
130500,0,0,113400,296100,0,
130500,0,0,113400,296100,0,
130200,0,0,113700,296100,0,
144600,0,0,106500,288900,0,
144600,0,0,106500,288900,0,
149400,0,0,102300,288300,0,
148800,0,0,102300,288900,0,
148800,0,0,85500,305700,0,
148200,0,0,86100,305700,0,
148200,0,0,69900,321900,0,
148200,0,0,78900,312900,0,
133200,0,0,78600,328200,0,
133500,0,0,78600,327900,0,
133500,0,0,78600,327900,0,
139500,0,0,72600,327900,0,
139500,0,0,72600,327900,0,
125100,0,0,72600,342300,0,
125100,0,0,73200,341700,0,
124500,0,0,73200,342300,0,
122700,0,0,75000,342300,0,
107700,0,0,74400,357900,0,
107700,0,0,74400,357900,0,
107700,0,0,74400,357900,0,
107700,0,0,74100,358200,0,
90600,0,0,74100,375300,0,
90600,0,0,74100,375300,0,
90000,0,0,74700,375300,0,
75600,0,0,103500,360900,0,
80400,0,0,103500,356100,0,
80400,0,0,105900,353700,0,
79800,0,0,105900,354300,0,
78000,0,0,105900,356100,0,
77700,0,0,100500,361800,0,
77700,0,0,95700,366600,0,
77700,0,0,95700,366600,0,
69900,0,0,95400,374700,0,
70200,0,0,95400,374400,0,
70200,0,0,95400,374400,0,
45600,0,0,70800,423600,0,
45600,0,0,70800,423600,0,
34800,0,0,81600,423600,0,
34800,0,0,73800,431400,0,
34200,0,0,73800,432000,0,
34200,0,0,73800,432000,0,
33900,0,0,74100,432000,0,
24900,0,0,83100,432000,0,
24900,0,0,83100,432000,0,
24900,0,0,82800,432300,0,
24300,0,0,83700,432000,0,
24300,0,0,83700,432000,0,
32100,0,0,75900,432000,0,
34500,0,0,75900,429600,0,
34500,0,0,75900,429600,0,
59700,0,0,63300,417000,0,
60000,0,0,63300,416700,0,
