EXACT_RANGE,EXACT_RANGE,SIMPLE_RANGE_EXP_IMP,EXACT_RANGE_EXP,EXACT_RANGE_EXP
100,100,100,11400,38300
100,100,100,11400,38300
100,100,100,11400,38300
100,100,100,11400,38300
100,100,100,11400,38300
100,100,100,12000,37700
100,100,100,12600,37100
100,100,100,12600,37100
100,100,100,12600,37100
100,100,100,12600,37100
100,100,100,12000,37700
100,100,100,12600,37100
100,100,100,12600,37100
100,100,100,12600,37100
100,100,100,12600,37100
100,100,100,12000,37700
100,100,100,11400,38300
100,100,100,11400,38300
100,100,100,11400,38300
100,100,100,11400,38300
100,100,100,12000,37700
100,100,100,11400,38300
100,100,100,11400,38300
100,100,100,11400,38300
100,100,100,11400,38300
100,100,100,11400,38300
100,100,100,11400,38300
100,100,100,11400,38300
100,100,100,11400,38300
100,100,100,11400,38300
100,100,100,10800,38900
100,100,100,11400,38300
100,100,100,11400,38300
100,100,100,11400,38300
100,100,100,11400,38300
100,100,100,10800,38900
100,100,100,11400,38300
100,100,100,11400,38300
100,100,100,11400,38300
100,100,100,11400,38300
100,100,100,10800,38900
100,100,100,10200,39500
100,100,100,10200,39500
100,100,100,10200,39500
100,100,100,10200,39500
100,100,100,10800,38900
100,100,100,11400,38300
100,100,100,11400,38300
100,100,100,11400,38300
100,100,100,11400,38300
100,100,100,10800,38900
100,100,100,10200,39500
100,100,100,10200,39500
100,100,100,10200,39500
100,100,100,10200,39500
100,100,100,9600,40100
100,100,100,9000,40700
100,100,100,9000,40700
100,100,100,9000,40700
100,100,100,9000,40700
100,100,100,8400,41300
100,100,100,7800,41900
100,100,100,7800,41900
100,100,100,7800,41900
100,100,100,7800,41900
100,100,100,7200,42500
100,100,100,6600,43100
100,100,100,6600,43100
100,100,100,6600,43100
100,100,100,6600,43100
100,100,100,6000,43700
100,100,100,5400,44300
100,100,100,5400,44300
100,100,100,5400,44300
100,100,100,5400,44300
100,100,100,4800,44900
100,100,100,4200,45500
100,100,100,4200,45500
100,100,100,4200,45500
100,100,100,4200,45500
100,100,100,4800,44900
100,100,100,4200,45500
100,100,100,4200,45500
100,100,100,4200,45500
100,100,100,4200,45500
100,100,100,3600,46100
100,100,100,3000,46700
100,100,100,3000,46700
100,100,100,3000,46700
100,100,100,3000,46700
100,100,100,3600,46100
100,100,100,3000,46700
100,100,100,3000,46700
100,100,100,3000,46700
100,100,100,3000,46700
100,100,100,3600,46100
100,100,100,3000,46700
100,100,100,3000,46700
100,100,100,3000,46700
100,100,100,3000,46700
100,100,100,3600,46100
100,100,100,3000,46700
100,100,100,3000,46700
100,100,100,3000,46700
100,100,100,3000,46700
100,100,100,2400,47300
100,100,100,1800,47900
100,100,100,1800,47900
100,100,100,1800,47900
100,100,100,1800,47900
100,100,100,1200,48500
100,100,100,1800,47900
100,100,100,1800,47900
100,100,100,1800,47900
100,100,100,1800,47900
100,100,100,1200,48500
100,100,100,600,49100
100,100,100,600,49100
100,100,100,600,49100
100,100,100,600,49100
100,100,100,1200,48500
100,100,100,1800,47900
100,100,100,1800,47900
100,100,100,1800,47900
100,100,100,1800,47900
100,100,100,1800,47900
100,100,100,2400,47300
100,100,100,2400,47300
100,100,100,2400,47300
100,100,100,2400,47300
100,100,100,1800,47900
100,100,100,1800,47900
100,100,100,1800,47900
100,100,100,1800,47900
100,100,100,1800,47900
100,100,100,2400,47300
100,100,100,1800,47900
100,100,100,1800,47900
100,100,100,1800,47900
100,100,100,1800,47900
100,100,100,1200,48500
100,100,100,600,49100
100,100,100,600,49100
100,100,100,600,49100
100,100,100,600,49100
100,100,100,1200,48500
100,100,100,1800,47900
100,100,100,1800,47900
100,100,100,1800,47900
100,100,100,1800,47900
100,100,100,1200,48500
100,100,100,600,49100
100,100,100,600,49100
100,100,100,600,49100
100,100,100,600,49100
100,100,100,1200,48500
100,100,100,1800,47900
100,100,100,1800,47900
100,100,100,1800,47900
100,100,100,1800,47900
100,100,100,1200,48500
100,100,100,1800,47900
100,100,100,1800,47900
100,100,100,1800,47900
100,100,100,1800,47900
100,100,100,2400,47300
100,100,100,3000,46700
100,100,100,3000,46700
100,100,100,3000,46700
100,100,100,3000,46700
100,100,100,2400,47300
100,100,100,1800,47900
100,100,100,1800,47900
100,100,100,1800,47900
100,100,100,1800,47900
100,100,100,1200,48500
100,100,100,1800,47900
100,100,100,1800,47900
100,100,100,1800,47900
100,100,100,1800,47900
100,100,100,2400,47300
100,100,100,3000,46700
100,100,100,3000,46700
100,100,100,3000,46700
100,100,100,3000,46700
100,100,100,3600,46100
100,100,100,3000,46700
100,100,100,,
