EXACT_RANGE_EXP,EXACT_RANGE_EXP_6,EXACT_RANGE,EXACT_RANGE_EXP,EXACT_RANGE_EXP_6,
13300,250,100,21250,15100,
14500,250,100,20650,14500,
13900,250,100,21250,14500,
13900,250,100,21250,14500,
13900,250,100,21250,14500,
15100,250,100,20650,13900,
14500,250,100,20650,14500,
15100,250,100,20050,14500,
15100,250,100,20050,14500,
15100,250,100,20050,14500,
16300,250,100,19450,13900,
15700,250,100,19450,14500,
16300,250,100,18850,14500,
16300,250,100,18850,14500,
16300,250,100,18850,14500,
16300,250,100,19450,13900,
15700,250,100,18850,15100,
16300,250,100,18250,15100,
16300,250,100,18250,15100,
16300,250,100,18250,15100,
17500,250,100,17650,14500,
18100,250,100,17650,13900,
18100,250,100,17650,13900,
18100,250,100,17650,13900,
18100,250,100,17650,13900,
18100,250,100,17050,14500,
18700,250,100,17050,13900,
18100,250,100,17650,13900,
18100,250,100,17650,13900,
18100,250,100,17650,13900,
19300,250,100,17050,13300,
19900,250,100,17050,12700,
19300,250,100,17650,12700,
19300,250,100,17650,12700,
19300,250,100,17650,12700,
19300,250,100,18250,12100,
19900,250,100,18250,11500,
20500,250,100,17650,11500,
20500,250,100,17650,11500,
20500,250,100,17650,11500,
19900,250,100,18850,10900,
20500,250,100,18850,10300,
19900,250,100,19450,10300,
19900,250,100,19450,10300,
19900,250,100,19450,10300,
19900,250,100,18850,10900,
19300,250,100,18850,11500,
20500,250,100,18250,10900,
20500,250,100,18250,10900,
20500,250,100,18250,10900,
21700,250,100,17650,10300,
22300,250,100,17650,9700,
22900,250,100,17050,9700,
22900,250,100,17050,9700,
22900,250,100,17050,9700,
22900,250,100,17650,9100,
22300,250,100,17650,9700,
21700,250,100,18250,9700,
21700,250,100,18250,9700,
21700,250,100,18250,9700,
21100,250,100,19450,9100,
22300,250,100,18850,8500,
21700,250,100,19450,8500,
21700,250,100,19450,8500,
21700,250,100,19450,8500,
21700,250,100,18850,9100,
21100,250,100,18850,9700,
20500,250,100,20050,9100,
20500,250,100,20050,9100,
20500,250,100,20050,9100,
20500,250,100,19450,9700,
19900,250,100,19450,10300,
19300,250,100,20050,10300,
19300,250,100,20050,10300,
19300,250,100,20050,10300,
19300,250,100,20050,10300,
19900,250,100,20050,9700,
19300,250,100,19450,10900,
19300,250,100,19450,10900,
19300,250,100,19450,10900,
19300,250,100,20050,10300,
19900,250,100,20050,9700,
19300,250,100,20650,9700,
19300,250,100,20650,9700,
19300,250,100,20650,9700,
19300,250,100,20050,10300,
19900,250,100,20050,9700,
19300,250,100,20650,9700,
19300,250,100,20650,9700,
19300,250,100,20650,9700,
19300,250,100,20050,10300,
18700,250,100,20050,10900,
18100,250,100,21250,10300,
18100,250,100,21250,10300,
18100,250,100,21250,10300,
18100,250,100,20650,10900,
18700,250,100,20650,10300,
18100,250,100,21250,10300,
18100,250,100,21250,10300,
18100,250,100,21250,10300,
18100,250,100,21250,10300,
17500,250,100,21250,10900,
17500,250,100,21250,10900,
17500,250,100,21250,10900,
17500,250,100,21250,10900,
17500,250,100,20650,11500,
18100,250,100,20650,10900,
18700,250,100,20050,10900,
18700,250,100,20050,10900,
18700,250,100,20050,10900,
18700,250,100,19450,11500,
19900,250,100,18850,10900,
20500,250,100,18250,10900,
20500,250,100,18250,10900,
20500,250,100,18250,10900,
20500,250,100,18850,10300,
19900,250,100,18250,11500,
19300,250,100,18850,11500,
19300,250,100,18850,11500,
19300,250,100,18850,11500,
19300,250,100,18250,12100,
18700,250,100,19450,11500,
19900,250,100,18850,10900,
19900,250,100,18850,10900,
19900,250,100,18850,10900,
19900,250,100,18250,11500,
19300,250,100,18250,12100,
18700,250,100,19450,11500,
18700,250,100,19450,11500,
18700,250,100,19450,11500,
18700,250,100,18850,12100,
19300,250,100,18850,11500,
18700,250,100,19450,11500,
18700,250,100,19450,11500,
18700,250,100,19450,11500,
18700,250,100,20050,10900,
18100,250,100,21250,10300,
18700,250,100,20650,10300,
18700,250,100,20650,10300,
18700,250,100,20650,10300,
18700,250,100,21250,9700,
18100,250,100,21250,10300,
17500,250,100,21850,10300,
17500,250,100,21850,10300,
17500,250,100,21850,10300,
17500,250,100,21250,10900,
16900,250,100,21250,11500,
17500,250,100,20650,11500,
17500,250,100,20650,11500,
17500,250,100,20650,11500,
17500,250,100,20050,12100,
18700,250,100,19450,11500,
19300,250,100,18850,11500,
19300,250,100,18850,11500,
19300,250,100,18850,11500,
18700,250,100,19150,11800,
18100,250,100,19150,12400,
17500,250,100,18550,13600,
17500,250,100,18550,13600,
17500,250,100,18550,13600,
17500,250,100,17950,14200,
16900,250,100,19150,13600,
18100,250,100,18550,13000,
18100,250,100,18550,13000,
18100,250,100,18550,13000,
18100,250,100,19150,12400,
17500,250,100,20350,11800,
18100,250,100,19750,11800,
18100,250,100,19750,11800,
18100,250,100,19750,11800,
17500,250,100,20950,11200,
16900,250,100,22150,10600,
17500,250,100,21550,10600,
17500,250,100,21550,10600,
17500,250,100,21550,10600,
16900,250,100,22750,10000,
17500,250,100,22750,9400,
16900,250,100,22150,10600,
16900,250,100,22150,10600,
16900,250,100,22150,10600,
18100,250,100,21550,10000,
17500,250,100,20950,11200,
18100,250,100,20350,11200,
18100,250,100,20350,11200,
18100,250,100,20350,11200,
18100,250,100,20950,10600,
18700,250,100,20950,10000,
19300,250,100,20350,10000,
19300,250,100,20350,10000,
19300,250,100,20350,10000,
20500,250,100,19750,9400,
21100,250,100,19750,8800,
21700,250,100,19150,8800,
21700,250,100,19150,8800,
21700,250,100,19150,8800,
21100,250,100,18550,10000,
21700,250,100,18550,9400,
22300,250,100,17950,9400,
22300,250,100,17950,9400,
22300,250,100,17950,9400,
22300,250,100,18550,8800,
21700,250,100,18550,9400,
21100,250,100,19750,8800,
21100,250,100,19750,8800,
21100,250,100,19750,8800,
21100,250,100,19150,9400,
20500,250,100,19150,10000,
19900,250,100,19750,10000,
19900,250,100,19750,10000,
19900,250,100,19750,10000,
19900,250,100,19150,10600,
20500,250,100,19150,10000,
19900,250,100,19750,10000,
19900,250,100,19750,10000,
19900,250,100,19750,10000,
19900,250,100,19150,10600,
21100,250,100,18550,10000,
21700,250,100,17950,10000,
21700,250,100,17950,10000,
21700,250,100,17950,10000,
21700,250,100,17350,10600,
22900,250,100,16750,10000,
23500,250,100,16150,10000,
23500,250,100,16150,10000,
23500,250,100,16150,10000,
23500,250,100,16750,9400,
22900,250,100,16750,10000,
22300,250,100,17350,10000,
22300,250,100,17350,10000,
22300,250,100,17350,10000,
22300,250,100,17950,9400,
21700,250,100,17950,10000,
22300,250,100,17350,10000,
22300,250,100,17350,10000,
22300,250,100,17350,10000,
22300,250,100,17350,10000,
21700,250,100,17350,10600,
21100,250,100,16750,11800,
21100,250,100,16750,11800,
21100,250,100,16750,11800,
21100,250,100,16150,12400,
20500,250,100,17350,11800,
19900,250,100,17950,11800,
19900,250,100,17950,11800,
19900,250,100,17950,11800,
19900,250,100,18550,11200,
19300,250,100,18550,11800,
18700,250,100,19150,11800,
18700,250,100,19150,11800,
18700,250,100,19150,11800,
18700,250,100,18550,12400,
18100,250,100,18550,13000,
18700,250,100,17950,13000,
18700,250,100,17950,13000,
18700,250,100,17950,13000,
18700,250,100,17350,13600,
18100,250,100,18550,13000,
18700,250,100,17950,13000,
18700,250,100,17950,13000,
18700,250,100,17950,13000,
18700,250,100,18550,12400,
19900,250,100,17950,11800,
19300,250,100,18550,11800,
19300,250,100,18550,11800,
19300,250,100,18550,11800,
19300,250,100,18550,11800,
19900,250,100,18550,11200,
19300,250,100,17950,12400,
19300,250,100,17950,12400,
19300,250,100,17950,12400,
18700,250,100,17350,13600,
18100,250,100,17350,14200,
17500,250,100,17950,14200,
17500,250,100,17950,14200,
17500,250,100,17950,14200,
17500,250,100,17350,14800,
16900,250,100,16750,16000,
16300,250,100,17350,16000,
16300,250,100,17350,16000,
16300,250,100,17350,16000,
16300,250,100,16750,16600,
15700,250,100,16750,17200,
15100,250,100,17350,17200,
15100,250,100,17350,17200,
15100,250,100,17350,17200,
15100,250,100,16750,17800,
14500,250,100,16750,18400,
15100,250,100,16150,18400,
15100,250,100,16150,18400,
15100,250,100,16150,18400,
16300,250,100,15550,17800,
15700,250,100,16750,17200,
15100,250,100,17350,17200,
15100,250,100,17350,17200,
15100,250,100,17350,17200,
15100,250,100,17950,16600,
15700,250,100,17950,16000,
15100,250,100,19150,15400,
15100,250,100,19150,15400,
15100,250,100,19150,15400,
15100,250,100,19750,14800,
15700,250,100,19750,14200,
15100,250,100,19150,15400,
15100,250,100,19150,15400,
15100,250,100,19150,15400,
15100,250,100,18550,16000,
15100,250,100,18550,16000,
14500,250,100,19150,16000,
14500,250,100,19150,16000,
14500,250,100,19150,16000,
14500,250,100,18550,16600,
15100,250,100,18550,16000,
16300,250,100,17950,15400,
16300,250,100,17950,15400,
16300,250,100,17950,15400,
17500,250,100,17350,14800,
16900,250,100,18550,14200,
17500,250,100,17950,14200,
17500,250,100,17950,14200,
17500,250,100,17950,14200,
16900,250,100,17350,15400,
16300,250,100,17350,16000,
15700,250,100,17950,16000,
15700,250,100,17950,16000,
15700,250,100,17950,16000,
15700,250,100,18550,15400,
15100,250,100,18550,16000,
16300,250,100,17950,15400,
16300,250,100,17950,15400,
16300,250,100,17950,15400,
16300,250,100,17350,16000,
15700,250,100,17350,16600,
16300,250,100,16750,16600,
16300,250,100,16750,16600,
16300,250,100,16750,16600,
16300,250,100,16150,17200,
16900,250,100,16150,16600,
16300,250,100,16750,16600,
16300,250,100,16750,16600,
16300,250,100,16750,16600,
16300,250,100,17350,16000,
17500,250,100,16750,15400,
16900,250,100,16150,16600,
16900,250,100,16150,16600,
16900,250,100,16150,16600,
18100,250,100,15550,16000,
17500,250,100,14950,17200,
16900,250,100,15550,17200,
16900,250,100,15550,17200,
16900,250,100,15550,17200,
16300,250,100,16750,16600,
16900,250,100,16750,16000,
16300,250,100,17350,16000,
16300,250,100,17350,16000,
16300,250,100,17350,16000,
15700,250,100,18550,15400,
15100,250,100,18550,16000,
14500,250,100,19150,16000,
14500,250,100,19150,16000,
14500,250,100,19150,16000,
14500,250,100,18550,16600,
13900,250,100,18550,17200,
14500,250,100,17950,17200,
14500,250,100,17950,17200,
14500,250,100,17950,17200,
14500,250,100,18550,16600,
15100,250,100,18550,16000,
15700,250,100,17950,16000,
15700,250,100,17950,16000,
15700,250,100,17950,16000,
15700,250,100,17350,16600,
15100,250,100,18550,16000,
15700,250,100,17950,16000,
15700,250,100,17950,16000,
15700,250,100,17950,16000,
15700,250,100,17350,16600,
15100,250,100,17350,17200,
15700,250,100,16750,17200,
15700,250,100,16750,17200,
15700,250,100,16750,17200,
16900,250,100,16150,16600,
16300,250,100,16150,17200,
15700,250,100,16750,17200,
15700,250,100,16750,17200,
15700,250,100,16750,17200,
15700,250,100,16150,17800,
16300,250,100,16150,17200,
16900,250,100,15550,17200,
16900,250,100,15550,17200,
16900,250,100,15550,17200,
16900,250,100,16150,16600,
17500,250,100,16150,16000,
18700,250,100,15550,15400,
18700,250,100,15550,15400,
18700,250,100,15550,15400,
18100,250,100,16750,14800,
18700,250,100,16750,14200,
19300,250,100,16150,14200,
19300,250,100,16150,14200,
19300,250,100,16150,14200,
19300,250,100,16750,13600,
19900,250,100,16750,13000,
20500,250,100,16150,13000,
20500,250,100,16150,13000,
20500,250,100,16150,13000,
20500,250,100,15550,13600,
19900,250,100,15550,14200,
20500,250,100,14950,14200,
20500,250,100,14950,14200,
20500,250,100,14950,14200,
20500,250,100,14350,14800,
19900,250,100,14350,15400,
19300,250,100,14950,15400,
19300,250,100,
