CALL_MAN,SIMPLE_RANGE_EXP,SIMPLE_RANGE_EXP,EXPECTATION,EXPECTATION
0,100,200,16000,33700
0,100,200,16000,33700
0,100,200,16000,33700
0,100,200,15700,34000
0,100,200,16000,33700
0,100,200,16000,33700
0,100,200,16000,33700
0,100,200,16000,33700
0,100,200,15700,34000
0,100,200,16000,33700
0,100,200,16000,33700
0,100,200,16000,33700
0,100,200,16000,33700
0,100,200,15700,34000
0,100,200,16000,33700
0,100,200,16000,33700
0,100,200,16000,33700
0,100,200,16000,33700
0,100,200,15700,34000
0,100,200,15100,34600
0,100,200,15100,34600
0,100,200,15100,34600
0,100,200,15100,34600
0,100,200,14800,34900
0,100,200,13600,36100
0,100,200,13600,36100
0,100,200,13600,36100
0,100,200,13600,36100
0,100,200,13300,36400
0,100,200,13600,36100
0,100,200,13600,36100
0,100,200,13600,36100
0,100,200,13600,36100
0,100,200,13300,36400
0,100,200,13600,36100
0,100,200,13600,36100
0,100,200,13600,36100
0,100,200,13600,36100
0,100,200,13300,36400
0,100,200,12700,37000
0,100,200,12700,37000
0,100,200,12700,37000
0,100,200,12700,37000
0,100,200,12400,37300
0,100,200,10900,38800
0,100,200,10900,38800
0,100,200,10900,38800
0,100,200,10900,38800
0,100,200,10600,39100
0,100,200,10900,38800
0,100,200,10900,38800
0,100,200,10900,38800
0,100,200,10900,38800
0,100,200,10600,39100
0,100,200,10900,38800
0,100,200,10900,38800
0,100,200,10900,38800
0,100,200,10900,38800
0,100,200,11500,38200
0,100,200,11800,37900
0,100,200,11800,37900
0,100,200,11800,37900
0,100,200,11800,37900
0,100,200,11500,38200
0,100,200,10900,38800
0,100,200,10900,38800
0,100,200,10900,38800
0,100,200,10900,38800
0,100,200,10600,39100
0,100,200,10900,38800
0,100,200,10900,38800
0,100,200,10900,38800
0,100,200,10900,38800
0,100,200,10600,39100
0,100,200,10900,38800
0,100,200,10900,38800
0,100,200,10900,38800
0,100,200,10900,38800
0,100,200,10600,39100
0,100,200,10900,38800
0,100,200,10900,38800
0,100,200,10900,38800
0,100,200,10900,38800
0,100,200,10600,39100
0,100,200,10900,38800
0,100,200,10900,38800
0,100,200,10900,38800
0,100,200,10900,38800
0,100,200,10600,39100
0,100,200,10900,38800
0,100,200,10900,38800
0,100,200,10900,38800
0,100,200,10900,38800
0,100,200,10600,39100
0,100,200,10900,38800
0,100,200,10900,38800
0,100,200,10900,38800
0,100,200,10900,38800
0,100,200,10600,39100
0,100,200,10900,38800
0,100,200,10900,38800
0,100,200,10900,38800
0,100,200,10900,38800
0,100,200,10600,39100
0,100,200,10900,38800
0,100,200,10900,38800
0,100,200,10900,38800
0,100,200,10900,38800
0,100,200,10300,39400
0,100,200,10600,39100
0,100,200,10600,39100
0,100,200,10600,39100
0,100,200,10600,39100
0,100,200,10300,39400
0,100,200,10600,39100
0,100,200,10600,39100
0,100,200,10600,39100
0,100,200,10600,39100
0,100,200,10300,39400
0,100,200,10600,39100
0,100,200,10600,39100
0,100,200,10600,39100
0,100,200,10600,39100
0,100,200,10300,39400
0,100,200,10600,39100
0,100,200,10600,39100
0,100,200,10600,39100
0,100,200,10600,39100
0,100,200,11200,38500
0,100,200,12700,37000
0,100,200,12700,37000
0,100,200,12700,37000
0,100,200,12700,37000
0,100,200,12100,37600
0,100,200,12400,37300
0,100,200,12400,37300
0,100,200,12400,37300
0,100,200,12400,37300
0,100,200,12100,37600
0,100,200,12700,37000
0,100,200,12700,37000
0,100,200,12700,37000
0,100,200,12700,37000
0,100,200,12400,37300
0,100,200,12700,37000
0,100,200,12700,37000
0,100,200,12700,37000
0,100,200,12700,37000
0,100,200,12400,37300
0,100,200,12700,37000
0,100,200,12700,37000
0,100,200,12700,37000
0,100,200,12700,37000
0,100,200,12400,37300
0,100,200,12700,37000
0,100,200,12700,37000
0,100,200,12700,37000
0,100,200,12700,37000
0,100,200,12400,37300
0,100,200,12700,37000
0,100,200,12700,37000
0,100,200,12700,37000
0,100,200,12700,37000
0,100,200,12400,37300
0,100,200,12700,37000
0,100,200,12700,37000
0,100,200,12700,37000
0,100,200,12700,37000
0,100,200,12400,37300
0,100,200,12700,37000
0,100,200,12700,37000
0,100,200,12700,37000
0,100,200,12700,37000
0,100,200,12400,37300
0,100,200,11200,38500
0,100,200,11200,38500
0,100,200,11200,38500
0,100,200,11200,38500
0,100,200,10900,38800
0,100,200,11200,38500
0,100,200,11200,38500
0,100,200,11200,38500
0,100,200,11200,38500
0,100,200,10900,38800
0,100,200,11200,38500
0,100,200,11200,38500
0,100,200,11200,38500
0,100,200,11200,38500
0,100,200,12700,37000
0,100,200,13000,36700
0,100,200,13000,36700
0,100,200,13000,36700
0,100,200,13000,36700
0,100,200,12700,37000
0,100,200,13000,36700
0,100,200,13000,36700
0,100,200,13000,36700
0,100,200,13000,36700
0,100,200,12700,37000
0,100,200,13000,36700
0,100,200,13000,36700
0,100,200,13000,36700
0,100,200,13000,36700
0,100,200,13600,36100
0,100,200,13000,36700
0,100,200,13000,36700
0,100,200,13000,36700
0,100,200,13000,36700
0,100,200,12700,37000
0,100,200,13000,36700
0,100,200,13000,36700
0,100,200,13000,36700
0,100,200,13000,36700
0,100,200,13600,36100
0,100,200,13900,35800
0,100,200,13900,35800
0,100,200,13900,35800
0,100,200,13900,35800
0,100,200,13600,36100
0,100,200,13900,35800
0,100,200,13900,35800
0,100,200,13900,35800
0,100,200,13900,35800
0,100,200,13600,36100
0,100,200,13900,35800
0,100,200,13900,35800
0,100,200,13900,35800
0,100,200,13900,35800
0,100,200,13600,36100
0,100,200,13900,35800
0,100,200,13900,35800
0,100,200,13900,35800
0,100,200,13900,35800
0,100,200,13600,36100
0,100,200,13900,35800
0,100,200,13900,35800
0,100,200,13900,35800
0,100,200,13900,35800
0,100,200,13600,36100
0,100,200,13900,35800
0,100,200,13900,35800
0,100,200,13900,35800
0,100,200,13900,35800
0,100,200,13600,36100
0,100,200,13900,35800
0,100,200,13900,35800
0,100,200,13900,35800
0,100,200,13900,35800
0,100,200,13300,36400
0,100,200,13600,36100
0,100,200,13600,36100
0,100,200,13600,36100
0,100,200,13600,36100
0,100,200,15100,34600
0,100,200,15400,34300
0,100,200,15400,34300
0,100,200,15400,34300
0,100,200,15400,34300
0,100,200,14800,34900
0,100,200,15100,34600
0,100,200,15100,34600
0,100,200,15100,34600
0,100,200,15100,34600
0,100,200,14800,34900
0,100,200,15400,34300
0,100,200,15400,34300
0,100,200,15400,34300
0,100,200,15400,34300
0,100,200,15100,34600
0,100,200,15400,34300
0,100,200,15400,34300
0,100,200,154,
